,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
5635097,2,2018-12-20 08:35:25,2018-12-20 08:46:56,1,1.43,1,N,237,161,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
2573314,2,2018-12-09 18:16:34,2018-12-09 18:36:16,2,3.36,1,N,50,79,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8
6958161,1,2018-12-26 08:22:22,2018-12-26 08:30:05,1,1.1,1,N,263,236,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
7164603,2,2018-12-27 09:47:50,2018-12-27 10:02:56,1,1.51,1,N,161,237,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
7752223,2,2018-12-29 22:28:10,2018-12-29 22:31:33,1,0.89,1,N,43,43,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
7590658,2,2018-12-29 08:06:24,2018-12-29 08:24:31,1,7.83,1,N,87,239,2,24.0,0.0,0.5,0.0,0.0,0.3,24.8
6752826,2,2018-12-24 17:50:47,2018-12-24 18:00:24,1,1.46,1,N,170,48,1,8.0,1.0,0.5,1.96,0.0,0.3,11.76
944503,2,2018-12-04 12:48:29,2018-12-04 13:07:28,1,1.15,1,N,43,163,1,12.5,0.0,0.5,3.32,0.0,0.3,16.62
5987641,2,2018-12-21 11:55:43,2018-12-21 12:23:18,1,0.79,1,N,137,186,1,16.0,0.0,0.5,3.36,0.0,0.3,20.16
2141624,1,2018-12-08 10:12:46,2018-12-08 10:24:50,3,2.3,1,N,151,74,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95
5059916,1,2018-12-18 10:02:37,2018-12-18 10:34:10,4,1.9,1,N,161,43,2,19.0,0.0,0.5,0.0,0.0,0.3,19.8
7054154,2,2018-12-26 17:28:46,2018-12-26 17:38:52,1,0.82,1,N,90,100,2,7.5,1.0,0.5,0.0,0.0,0.3,9.3
3960169,2,2018-12-14 15:35:41,2018-12-14 15:49:52,1,0.57,1,N,141,43,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
4964461,1,2018-12-17 22:14:44,2018-12-17 22:32:42,1,8.4,1,N,13,262,1,25.0,0.5,0.5,5.25,0.0,0.3,31.55
6080632,2,2018-12-21 17:16:23,2018-12-21 17:23:24,1,0.82,1,N,234,249,1,6.0,1.0,0.5,1.5,0.0,0.3,9.3
6043591,1,2018-12-21 14:17:08,2018-12-21 14:46:47,1,3.9,1,N,161,148,1,20.0,0.0,0.5,4.15,0.0,0.3,24.95
3590233,2,2018-12-13 11:35:31,2018-12-13 11:45:41,1,1.56,1,N,152,41,1,8.5,0.0,0.5,2.32,0.0,0.3,11.62
4537057,1,2018-12-16 11:51:50,2018-12-16 11:55:12,1,0.7,1,N,142,48,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
1618817,2,2018-12-06 17:55:17,2018-12-06 18:11:26,1,2.37,1,N,238,50,1,12.0,1.0,0.5,1.0,0.0,0.3,14.8
7514935,1,2018-12-28 20:09:34,2018-12-28 20:14:51,2,0.7,1,N,170,164,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
361464,1,2018-12-02 04:55:31,2018-12-02 04:56:42,1,0.2,1,N,141,262,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3
5240033,1,2018-12-18 21:12:58,2018-12-18 21:23:55,1,3.0,1,N,170,75,1,11.0,0.5,0.5,3.05,0.0,0.3,15.35
2287786,2,2018-12-08 19:21:03,2018-12-08 19:36:40,1,1.03,1,N,230,162,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
3014179,2,2018-12-11 13:05:34,2018-12-11 13:20:00,3,2.76,1,N,237,151,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
1620909,2,2018-12-06 17:42:43,2018-12-06 17:52:23,1,1.1,1,N,163,142,1,7.5,1.0,0.5,1.86,0.0,0.3,11.16
6164742,1,2018-12-21 22:26:37,2018-12-21 23:01:12,0,7.4,1,N,107,238,1,27.5,0.5,0.5,5.75,0.0,0.3,34.55
4075937,2,2018-12-14 21:11:03,2018-12-14 21:39:58,3,1.98,1,N,246,237,1,17.5,0.5,0.5,3.76,0.0,0.3,22.56
28993,2,2018-12-01 02:22:56,2018-12-01 02:34:47,1,3.13,1,N,79,87,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96
2786481,2,2018-12-10 16:37:03,2018-12-10 17:01:45,1,1.22,1,N,137,161,1,15.0,1.0,0.5,3.36,0.0,0.3,20.16
5841255,2,2018-12-20 21:34:58,2018-12-20 21:56:23,1,2.9,1,N,163,113,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8
8155491,1,2018-12-31 22:23:56,2018-12-31 22:31:13,1,1.3,1,N,238,142,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55
5748324,1,2018-12-20 15:49:17,2018-12-20 15:53:09,1,0.9,1,N,13,13,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95
80021,1,2018-12-01 10:43:32,2018-12-01 10:52:10,1,3.8,1,N,88,224,1,12.5,0.0,0.5,1.0,0.0,0.3,14.3
1936949,2,2018-12-07 17:33:07,2018-12-07 17:53:09,1,2.16,1,N,249,79,2,13.5,1.0,0.5,0.0,0.0,0.3,15.3
4889729,2,2018-12-17 18:23:13,2018-12-17 18:47:52,1,5.12,1,N,87,181,2,18.5,1.0,0.5,0.0,0.0,0.3,20.3
4456427,2,2018-12-16 02:40:48,2018-12-16 02:51:48,1,2.22,1,N,107,48,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56
4954267,2,2018-12-17 22:27:59,2018-12-17 22:48:19,1,4.92,1,N,161,13,1,18.5,0.5,0.5,3.96,0.0,0.3,23.76
1355169,2,2018-12-05 19:25:07,2018-12-05 19:51:39,1,3.35,1,N,158,229,1,18.5,1.0,0.5,3.04,0.0,0.3,23.34
3785572,1,2018-12-13 23:12:01,2018-12-13 23:20:10,1,0.5,1,N,48,246,1,6.5,0.5,0.5,2.3,0.0,0.3,10.1
6435925,1,2018-12-23 00:23:14,2018-12-23 00:37:50,1,6.2,1,N,170,168,1,19.5,0.5,0.5,0.0,0.0,0.3,20.8
4479115,2,2018-12-16 04:14:57,2018-12-16 04:23:57,1,1.83,1,N,144,224,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
3753220,2,2018-12-13 21:10:52,2018-12-13 21:18:49,3,1.66,1,N,239,236,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56
6312586,2,2018-12-22 14:00:23,2018-12-22 14:12:24,5,0.83,1,N,237,161,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
657888,2,2018-12-03 11:54:23,2018-12-03 11:59:08,2,0.93,1,N,141,237,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
1978167,2,2018-12-07 19:30:31,2018-12-07 19:41:44,2,1.66,1,N,170,237,2,9.0,1.0,0.5,0.0,0.0,0.3,10.8
7705081,1,2018-12-29 18:05:55,2018-12-29 18:24:05,1,2.6,1,N,79,231,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8
1888407,1,2018-12-07 14:24:59,2018-12-07 14:31:05,1,0.6,1,N,141,236,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
8110854,1,2018-12-31 19:00:49,2018-12-31 19:12:32,1,3.3,1,N,233,232,2,12.5,1.0,0.5,0.0,0.0,0.3,14.3
5157971,2,2018-12-18 17:54:11,2018-12-18 18:06:41,1,2.24,1,N,231,87,1,11.0,1.0,0.5,1.28,0.0,0.3,14.08
3084142,2,2018-12-11 18:12:27,2018-12-11 18:24:19,2,0.97,1,N,238,142,1,9.0,1.0,0.5,2.16,0.0,0.3,12.96
6119640,1,2018-12-21 19:42:21,2018-12-21 19:57:35,1,2.3,1,N,249,100,1,11.5,1.0,0.5,0.0,0.0,0.3,13.3
453518,2,2018-12-02 14:54:21,2018-12-02 15:00:30,5,0.91,1,N,79,107,1,6.0,0.0,0.5,0.0,0.0,0.3,6.8
3654050,2,2018-12-13 15:55:51,2018-12-13 16:15:03,1,0.71,1,N,163,161,1,12.0,0.0,0.5,3.84,0.0,0.3,16.64
2825481,2,2018-12-10 19:12:42,2018-12-10 19:21:21,1,1.19,1,N,144,231,1,7.5,1.0,0.5,1.86,0.0,0.3,11.16
5578720,1,2018-12-19 23:01:18,2018-12-19 23:11:05,1,2.5,1,N,239,152,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15
6572613,2,2018-12-23 17:27:09,2018-12-23 17:31:27,1,0.85,1,N,113,107,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
4819652,2,2018-12-17 14:53:04,2018-12-17 15:02:33,2,1.29,1,N,143,230,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
