,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
390446,2,2018-12-02 10:43:25,2018-12-02 10:46:39,5,1.17,1,N,239,151,1,5.0,0.0,0.5,0.7,0.0,0.3,6.5
8091749,2,2018-12-31 17:40:48,2018-12-31 17:44:39,6,0.45,1,N,79,232,1,4.5,1.0,0.5,1.26,0.0,0.3,7.56
5340876,2,2018-12-19 09:52:48,2018-12-19 09:57:28,1,0.57,1,N,140,141,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3
864114,1,2018-12-04 07:28:21,2018-12-04 07:33:59,1,1.0,1,N,234,170,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
2352791,1,2018-12-08 23:33:14,2018-12-08 23:41:00,1,0.8,1,N,79,79,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75
2650744,2,2018-12-10 07:59:38,2018-12-10 08:06:26,1,0.82,1,N,236,236,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
6185603,2,2018-12-22 00:06:45,2018-12-22 00:11:27,1,0.68,1,N,237,140,1,5.0,0.5,0.5,0.0,0.0,0.3,6.3
7219932,2,2018-12-27 14:07:41,2018-12-27 14:35:15,2,9.8,1,N,137,235,1,29.5,0.0,0.5,0.0,0.0,0.3,30.3
6316742,1,2018-12-22 15:35:17,2018-12-22 16:00:28,1,9.9,1,N,79,138,2,29.5,0.0,0.5,0.0,5.76,0.3,36.06
6122742,2,2018-12-21 19:54:37,2018-12-21 20:09:19,1,3.33,1,N,140,151,1,13.0,1.0,0.5,4.44,0.0,0.3,19.24
7679434,2,2018-12-29 16:14:00,2018-12-29 16:32:36,1,2.19,1,N,13,113,2,13.5,0.0,0.5,0.0,0.0,0.3,14.3
1306029,1,2018-12-05 16:36:57,2018-12-05 16:49:42,2,1.4,1,N,142,246,1,9.5,1.0,0.5,1.25,0.0,0.3,12.55
1168057,1,2018-12-05 07:58:59,2018-12-05 08:03:49,1,0.7,1,N,262,140,1,5.5,0.0,0.5,3.0,0.0,0.3,9.3
5704263,1,2018-12-20 12:09:52,2018-12-20 12:18:05,1,1.4,1,N,161,236,1,7.5,0.0,0.5,1.25,0.0,0.3,9.55
4597116,2,2018-12-16 15:06:51,2018-12-16 15:13:37,1,1.05,1,N,239,142,1,6.5,0.0,0.5,1.2,0.0,0.3,8.5
2667400,2,2018-12-10 08:33:15,2018-12-10 08:48:27,1,1.78,1,N,236,162,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
5458974,1,2018-12-19 16:24:21,2018-12-19 16:43:16,1,2.4,1,N,48,114,1,13.5,1.0,0.5,0.0,0.0,0.3,15.3
3270022,1,2018-12-12 10:25:15,2018-12-12 10:40:52,1,2.4,1,N,142,262,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8
6594380,2,2018-12-23 19:33:46,2018-12-23 19:39:40,1,0.72,1,N,229,162,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
7327762,2,2018-12-27 22:49:04,2018-12-27 23:08:43,1,5.79,1,N,79,202,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8
4287915,1,2018-12-15 15:14:58,2018-12-15 15:31:10,3,2.1,1,N,237,239,1,11.5,0.0,0.5,2.45,0.0,0.3,14.75
7998587,2,2018-12-31 09:58:39,2018-12-31 10:06:34,5,1.25,1,N,142,230,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
5765610,1,2018-12-20 16:18:07,2018-12-20 16:57:00,1,4.9,1,N,249,263,1,24.5,1.0,0.5,5.25,0.0,0.3,31.55
6219648,1,2018-12-22 06:59:12,2018-12-22 07:01:44,1,0.8,1,N,90,186,1,4.5,0.0,0.5,1.3,0.0,0.3,6.6
6015618,2,2018-12-21 13:40:11,2018-12-21 14:00:02,1,2.57,1,N,229,75,2,13.5,0.0,0.5,0.0,0.0,0.3,14.3
3154243,2,2018-12-11 21:14:05,2018-12-11 21:27:25,6,1.96,1,N,162,43,1,10.5,0.5,0.5,1.7,0.0,0.3,13.5
6594629,2,2018-12-23 19:10:04,2018-12-23 19:15:01,1,1.1,1,N,141,229,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
3615892,2,2018-12-13 13:42:45,2018-12-13 13:58:11,4,2.53,1,N,262,170,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
814461,1,2018-12-03 21:14:50,2018-12-03 21:21:06,1,0.8,1,N,142,143,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
7417240,1,2018-12-28 12:35:16,2018-12-28 12:45:24,2,0.9,1,N,100,43,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95
7823867,1,2018-12-30 10:24:19,2018-12-30 10:35:46,1,2.5,1,N,166,244,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8
5666923,2,2018-12-20 10:33:23,2018-12-20 10:55:30,1,4.2,1,N,48,231,1,18.0,0.0,0.5,3.76,0.0,0.3,22.56
595855,2,2018-12-03 07:56:57,2018-12-03 08:03:08,1,1.21,1,N,230,50,1,6.5,0.0,0.5,0.75,0.0,0.3,8.05
7524752,1,2018-12-28 21:18:46,2018-12-28 21:28:06,2,1.7,1,N,158,234,1,8.5,0.5,0.5,1.47,0.0,0.3,11.27
5330408,1,2018-12-19 08:14:43,2018-12-19 08:22:10,1,0.7,1,N,141,237,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75
7294707,4,2018-12-27 20:50:36,2018-12-27 20:58:44,2,1.49,1,N,236,239,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
753513,2,2018-12-03 18:00:46,2018-12-03 18:16:42,1,1.65,1,N,68,170,1,11.5,1.0,0.5,1.0,0.0,0.3,14.3
916558,2,2018-12-04 10:24:48,2018-12-04 10:37:56,1,1.62,1,N,113,164,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
296042,2,2018-12-01 23:22:51,2018-12-01 23:30:04,2,1.13,1,N,166,151,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
1135424,2,2018-12-05 00:20:17,2018-12-05 00:34:30,1,2.72,1,N,163,114,1,11.5,0.5,0.5,0.0,0.0,0.3,12.8
1629830,2,2018-12-06 18:50:06,2018-12-06 19:16:41,1,2.75,1,N,236,143,2,17.0,1.0,0.5,0.0,0.0,0.3,18.8
4165717,2,2018-12-15 04:02:22,2018-12-15 04:05:41,1,0.84,1,N,148,107,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
6292292,1,2018-12-22 13:06:49,2018-12-22 13:09:24,1,0.2,1,N,239,143,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
23363,2,2018-12-01 01:24:48,2018-12-01 01:34:38,5,1.62,1,N,107,68,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
4150048,1,2018-12-15 02:08:21,2018-12-15 02:22:51,1,3.0,1,N,90,229,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8
3887234,1,2018-12-14 10:40:42,2018-12-14 10:46:11,1,0.8,1,N,162,237,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
7660111,2,2018-12-29 15:26:45,2018-12-29 15:48:37,5,8.8,1,N,238,138,2,27.0,0.0,0.5,0.0,5.76,0.3,33.56
143325,1,2018-12-01 13:57:14,2018-12-01 14:15:21,1,1.8,1,N,79,68,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
5502512,1,2018-12-19 19:14:13,2018-12-19 19:31:07,1,3.0,1,N,68,142,1,13.5,1.0,0.5,3.05,0.0,0.3,18.35
2386255,2,2018-12-09 01:16:53,2018-12-09 02:04:09,1,10.35,1,N,144,102,2,41.0,0.5,0.5,0.0,0.0,0.3,42.3
6776396,2,2018-12-24 19:20:58,2018-12-24 19:33:37,2,3.0,1,N,75,168,2,12.0,1.0,0.5,0.0,0.0,0.3,13.8
4437234,2,2018-12-16 00:01:55,2018-12-16 00:05:56,1,0.84,1,N,239,143,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
5470731,2,2018-12-19 17:08:15,2018-12-19 17:12:36,6,0.92,1,N,24,238,2,5.5,1.0,0.5,0.0,0.0,0.3,7.3
5025561,2,2018-12-18 08:27:12,2018-12-18 09:30:14,1,18.76,2,N,170,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27
