,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
3283160,2,2018-12-12 11:09:53,2018-12-12 11:29:57,2,1.72,1,N,239,237,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56
7045963,2,2018-12-26 16:28:48,2018-12-26 16:40:31,1,1.31,1,N,144,13,1,9.0,1.0,0.5,2.16,0.0,0.3,12.96
345523,2,2018-12-02 02:12:54,2018-12-02 02:24:17,1,2.93,1,N,230,238,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
365125,1,2018-12-02 06:20:39,2018-12-02 06:25:46,1,1.3,1,N,107,211,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
8126493,1,2018-12-31 20:54:02,2018-12-31 21:04:59,1,3.3,1,N,237,74,1,11.5,0.5,0.5,0.0,0.0,0.3,12.8
1304450,1,2018-12-05 16:32:56,2018-12-05 16:42:27,1,0.8,1,N,236,262,2,7.5,1.0,0.5,0.0,0.0,0.3,9.3
3200151,2,2018-12-12 02:47:36,2018-12-12 02:53:31,1,1.18,1,N,249,113,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
3818094,2,2018-12-14 01:52:52,2018-12-14 02:00:40,1,1.8,1,N,100,68,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
5455635,1,2018-12-19 16:49:17,2018-12-19 16:58:55,1,1.2,1,N,164,163,1,8.0,1.0,0.5,2.9,0.0,0.3,12.7
3518574,1,2018-12-13 06:00:18,2018-12-13 06:06:45,1,1.0,1,N,186,162,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8
1343728,1,2018-12-05 18:03:04,2018-12-05 18:11:44,1,0.5,1,N,161,170,2,7.0,1.0,0.5,0.0,0.0,0.3,8.8
1741206,2,2018-12-07 00:05:13,2018-12-07 00:14:41,1,1.53,1,N,148,231,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
3360231,4,2018-12-12 16:05:48,2018-12-12 16:15:44,1,1.73,1,N,236,41,1,8.5,1.0,0.5,2.06,0.0,0.3,12.36
316864,2,2018-12-02 00:56:50,2018-12-02 01:04:37,4,0.78,1,N,249,144,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
7771794,2,2018-12-30 00:22:14,2018-12-30 00:38:46,2,5.63,1,N,230,209,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3
3280894,2,2018-12-12 11:31:24,2018-12-12 12:16:38,1,17.51,2,N,48,132,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56
2961676,2,2018-12-11 09:24:33,2018-12-11 09:34:33,1,1.31,1,N,239,143,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
561523,1,2018-12-02 22:53:10,2018-12-02 23:08:58,2,4.1,1,N,48,231,1,16.0,0.5,0.5,2.0,0.0,0.3,19.3
7233981,2,2018-12-27 15:30:53,2018-12-27 15:45:19,1,2.05,1,N,238,237,1,11.0,0.0,0.5,2.95,0.0,0.3,14.75
1203722,1,2018-12-05 09:39:31,2018-12-05 09:44:52,1,0.6,1,N,161,164,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2575873,1,2018-12-09 19:09:06,2018-12-09 19:19:55,3,1.9,1,N,161,140,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35
4347735,2,2018-12-15 19:07:37,2018-12-15 19:11:12,1,0.64,1,N,107,137,1,4.5,0.0,0.5,1.59,0.0,0.3,6.89
7945993,1,2018-12-30 21:37:51,2018-12-30 21:50:09,1,2.0,1,N,79,231,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55
663472,1,2018-12-03 12:05:15,2018-12-03 12:21:48,1,1.0,1,N,163,229,1,11.0,0.0,0.5,2.95,0.0,0.3,14.75
4409929,1,2018-12-15 23:23:40,2018-12-15 23:30:10,1,1.7,1,N,237,236,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
3129300,1,2018-12-11 20:25:14,2018-12-11 20:30:16,1,0.3,1,N,170,164,1,5.0,0.5,0.5,1.55,0.0,0.3,7.85
1830178,1,2018-12-07 10:17:46,2018-12-07 10:38:23,1,3.0,1,N,151,230,2,15.5,0.0,0.5,0.0,0.0,0.3,16.3
6111309,2,2018-12-21 19:13:36,2018-12-21 19:32:51,6,3.09,1,N,211,163,2,14.0,1.0,0.5,0.0,0.0,0.3,15.8
4451884,2,2018-12-16 01:48:59,2018-12-16 02:05:26,5,4.33,1,N,249,141,1,15.0,0.5,0.5,4.08,0.0,0.3,20.38
2831518,1,2018-12-10 19:18:31,2018-12-10 19:43:25,1,3.0,1,N,163,224,1,16.5,1.0,0.5,3.65,0.0,0.3,21.95
2439258,2,2018-12-09 10:41:58,2018-12-09 10:53:01,2,1.91,1,N,151,263,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
8009107,2,2018-12-31 10:17:31,2018-12-31 10:23:25,1,1.02,1,N,74,75,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
3891503,2,2018-12-14 10:52:39,2018-12-14 11:00:49,1,0.95,1,N,142,143,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
4180427,2,2018-12-15 08:21:51,2018-12-15 08:25:31,1,0.78,1,N,87,45,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
1984399,1,2018-12-07 20:06:43,2018-12-07 20:30:52,2,2.4,1,N,238,230,1,16.0,0.5,0.5,4.3,0.0,0.3,21.6
598513,1,2018-12-03 07:06:16,2018-12-03 07:24:06,1,3.5,1,N,238,161,1,14.5,0.0,0.5,1.5,0.0,0.3,16.8
1498990,1,2018-12-06 09:36:29,2018-12-06 09:54:34,2,1.7,1,N,90,137,1,12.0,0.0,0.5,2.55,0.0,0.3,15.35
6816766,1,2018-12-25 00:40:14,2018-12-25 00:48:04,2,2.4,1,N,186,79,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35
7060999,2,2018-12-26 17:18:30,2018-12-26 17:25:31,2,2.12,1,N,162,75,2,8.0,1.0,0.5,0.0,0.0,0.3,9.8
6808576,2,2018-12-24 23:25:55,2018-12-24 23:41:33,1,2.29,1,N,143,161,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96
2949971,2,2018-12-11 08:21:39,2018-12-11 08:48:59,1,6.32,1,N,141,231,1,24.0,0.0,0.5,4.96,0.0,0.3,29.76
8122437,2,2018-12-31 19:15:14,2018-12-31 19:29:25,1,3.64,1,N,140,145,1,13.0,1.0,0.5,3.7,0.0,0.3,18.5
7275532,2,2018-12-27 18:24:00,2018-12-27 18:44:32,2,5.28,1,N,231,142,1,19.0,1.0,0.5,4.16,0.0,0.3,24.96
2109239,2,2018-12-08 07:39:46,2018-12-08 07:50:25,1,1.96,1,N,209,113,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
185431,1,2018-12-01 16:19:59,2018-12-01 16:27:34,1,1.2,1,N,236,239,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35
5433948,2,2018-12-19 15:35:42,2018-12-19 15:45:31,3,1.62,1,N,143,238,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
3876861,1,2018-12-14 09:47:45,2018-12-14 10:04:45,1,2.1,1,N,239,43,1,12.0,0.0,0.5,1.0,0.0,0.3,13.8
4935273,2,2018-12-17 21:21:00,2018-12-17 21:24:59,2,0.69,1,N,43,161,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
4203457,1,2018-12-15 10:19:44,2018-12-15 10:27:59,1,2.6,1,N,262,233,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95
5025403,2,2018-12-18 08:58:00,2018-12-18 08:59:19,5,0.47,1,N,237,237,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
5753184,2,2018-12-20 15:00:06,2018-12-20 15:10:32,2,1.29,1,N,236,239,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
7160425,2,2018-12-27 09:08:58,2018-12-27 09:21:08,6,1.7,1,N,186,162,1,9.5,0.0,0.5,3.09,0.0,0.3,13.39
5780108,2,2018-12-20 17:40:45,2018-12-20 17:49:33,1,0.78,1,N,142,142,1,7.0,1.0,0.5,1.76,0.0,0.3,10.56
6112627,2,2018-12-21 18:57:49,2018-12-21 19:05:47,1,1.68,1,N,231,144,1,8.0,1.0,0.5,2.45,0.0,0.3,12.25
6118425,2,2018-12-21 19:00:30,2018-12-21 19:25:50,1,1.72,1,N,162,137,1,15.5,1.0,0.5,3.46,0.0,0.3,20.76
4682103,2,2018-12-16 20:58:41,2018-12-16 21:08:29,3,1.47,1,N,231,113,1,8.5,0.5,0.5,2.94,0.0,0.3,12.74
2064570,2,2018-12-08 00:26:00,2018-12-08 00:36:25,1,1.37,1,N,125,231,1,8.5,0.5,0.5,0.0,0.0,0.3,9.8
5362279,1,2018-12-19 10:34:54,2018-12-19 10:42:34,1,0.5,1,N,161,237,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
6140017,1,2018-12-21 21:15:02,2018-12-21 21:37:31,2,3.3,1,N,249,233,1,16.0,0.5,0.5,1.0,0.0,0.3,18.3
8061239,1,2018-12-31 15:18:39,2018-12-31 15:29:38,4,1.6,1,N,162,237,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
2282399,2,2018-12-08 18:56:12,2018-12-08 19:02:23,1,0.93,1,N,68,246,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
1692849,2,2018-12-06 21:56:27,2018-12-06 22:02:46,1,1.28,1,N,144,231,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75
6571459,2,2018-12-23 17:43:44,2018-12-23 18:31:51,2,16.25,2,N,148,132,1,52.0,0.0,0.5,5.0,0.0,0.3,57.8
6625094,1,2018-12-23 23:02:35,2018-12-23 23:17:52,2,3.2,1,N,162,158,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3
6843562,4,2018-12-25 10:18:51,2018-12-25 10:33:08,1,3.21,1,N,230,114,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8
1929416,2,2018-12-07 17:21:19,2018-12-07 17:35:24,3,1.46,1,N,236,237,1,10.0,1.0,0.5,2.36,0.0,0.3,14.16
4976862,1,2018-12-18 00:11:57,2018-12-18 00:24:49,2,2.8,1,N,142,164,1,12.0,0.5,0.5,3.3,0.0,0.3,16.6
5243371,2,2018-12-18 21:33:21,2018-12-18 21:57:10,4,5.89,1,N,88,142,1,21.0,0.5,0.5,4.46,0.0,0.3,26.76
6524278,2,2018-12-23 13:59:15,2018-12-23 14:25:27,1,2.97,1,N,186,43,2,17.5,0.0,0.5,0.0,0.0,0.3,18.3
2725403,1,2018-12-10 12:57:13,2018-12-10 13:04:25,1,0.9,1,N,162,170,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
