,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
6015184,2,2018-12-21 13:49:28,2018-12-21 13:58:15,1,1.42,1,N,50,239,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
4155243,2,2018-12-15 02:04:17,2018-12-15 02:07:59,2,0.93,1,N,141,236,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
2530776,2,2018-12-09 16:15:23,2018-12-09 16:38:09,1,3.06,1,N,161,144,2,16.0,0.0,0.5,0.0,0.0,0.3,16.8
5293425,2,2018-12-19 02:27:14,2018-12-19 02:34:45,2,1.58,1,N,236,151,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
6186854,2,2018-12-22 00:50:19,2018-12-22 00:55:19,1,1.44,1,N,114,164,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8
1456521,1,2018-12-06 06:55:53,2018-12-06 07:00:29,1,0.5,1,N,161,230,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
4218800,1,2018-12-15 11:43:49,2018-12-15 12:03:39,2,10.5,1,N,162,138,1,30.5,0.0,0.5,3.0,5.76,0.3,40.06
6453647,1,2018-12-23 03:04:14,2018-12-23 03:18:14,1,3.6,1,N,148,17,2,14.0,0.5,0.5,0.0,0.0,0.3,15.3
992314,2,2018-12-04 15:57:02,2018-12-04 16:12:49,1,1.56,1,N,90,230,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
8029306,2,2018-12-31 12:46:11,2018-12-31 12:50:24,5,0.51,1,N,161,162,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
