,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
3912769,2,2018-12-14 11:47:04,2018-12-14 11:50:30,1,0.42,1,N,113,234,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76
2439069,2,2018-12-09 10:44:22,2018-12-09 10:58:54,1,3.71,1,N,75,79,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8
2704494,1,2018-12-10 11:33:11,2018-12-10 11:57:11,1,3.1,1,N,211,162,1,16.5,0.0,0.5,4.3,0.0,0.3,21.6
7194455,2,2018-12-27 12:02:25,2018-12-27 12:12:15,1,1.52,1,N,43,141,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
5918149,2,2018-12-21 05:53:37,2018-12-21 06:03:17,1,1.86,1,N,48,137,1,9.0,0.5,0.5,0.0,0.0,0.3,10.3
4496978,1,2018-12-16 09:43:29,2018-12-16 09:51:25,1,1.1,1,N,234,68,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95
4700649,1,2018-12-16 23:53:49,2018-12-16 23:58:27,1,0.8,1,N,186,48,1,5.5,0.5,0.5,2.0,0.0,0.3,8.8
4826655,2,2018-12-17 14:48:43,2018-12-17 15:00:25,1,0.97,1,N,234,162,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
5403027,1,2018-12-19 13:12:46,2018-12-19 13:26:59,1,1.1,1,N,164,161,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95
5785611,1,2018-12-20 18:00:52,2018-12-20 18:25:37,1,2.9,1,N,239,233,1,16.5,1.0,0.5,4.55,0.0,0.3,22.85
