,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
4573758,1,2018-12-16 14:23:34,2018-12-16 14:46:35,0,2.5,1,N,161,158,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8
8011352,2,2018-12-31 11:50:19,2018-12-31 11:58:42,1,1.51,1,N,237,162,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
3325364,1,2018-12-12 14:40:22,2018-12-12 14:48:51,1,0.6,1,N,100,233,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
3359242,2,2018-12-12 16:54:27,2018-12-12 17:02:05,1,0.6,1,N,246,48,2,6.5,1.0,0.5,0.0,0.0,0.3,8.3
5947866,2,2018-12-21 08:13:46,2018-12-21 08:22:41,2,1.17,1,N,141,163,1,7.5,0.0,0.5,1.0,0.0,0.3,9.3
8130727,2,2018-12-31 20:51:39,2018-12-31 21:10:18,1,2.71,1,N,162,249,1,13.5,0.5,0.5,3.7,0.0,0.3,18.5
2916284,1,2018-12-11 05:24:15,2018-12-11 05:41:44,1,6.7,1,N,79,263,2,21.0,0.0,0.5,0.0,0.0,0.3,21.8
2542488,2,2018-12-09 16:07:08,2018-12-09 16:26:18,1,2.95,1,N,114,162,1,14.5,0.0,0.5,3.82,0.0,0.3,19.12
209835,2,2018-12-01 17:59:56,2018-12-01 18:35:05,1,1.38,1,N,100,230,2,20.0,0.0,0.5,0.0,0.0,0.3,20.8
4834115,1,2018-12-17 15:21:38,2018-12-17 16:08:31,1,14.1,1,N,13,138,1,42.5,0.0,0.5,10.8,0.0,0.3,54.1
1280217,2,2018-12-05 14:36:28,2018-12-05 14:59:49,2,1.67,1,N,163,186,1,14.5,0.0,0.5,4.59,0.0,0.3,19.89
7969765,1,2018-12-31 01:14:01,2018-12-31 01:17:53,1,0.4,1,N,229,162,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
768614,2,2018-12-03 19:10:07,2018-12-03 19:25:58,1,1.31,1,N,237,162,1,10.5,1.0,0.5,2.46,0.0,0.3,14.76
4100635,1,2018-12-14 23:31:22,2018-12-15 00:00:49,3,5.9,1,N,107,41,1,22.5,0.5,0.5,4.76,0.0,0.3,28.56
