,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2870506,1,2018-12-10 21:34:06,2018-12-10 21:45:40,1,4.7,1,N,261,170,1,15.5,0.5,0.5,4.2,0.0,0.3,21.0
1192425,1,2018-12-05 09:18:57,2018-12-05 09:32:34,1,2.8,1,N,263,142,1,11.5,0.0,0.5,3.05,0.0,0.3,15.35
3092705,2,2018-12-11 18:00:22,2018-12-11 18:15:24,5,1.41,1,N,186,163,1,10.5,1.0,0.5,1.84,0.0,0.3,14.14
3317225,2,2018-12-12 13:48:12,2018-12-12 14:04:06,1,0.89,1,N,100,161,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2915698,2,2018-12-11 05:53:46,2018-12-11 05:55:57,1,0.5,1,N,48,230,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
4001381,2,2018-12-14 17:33:41,2018-12-14 18:12:20,2,2.31,1,N,163,68,1,22.0,1.0,0.5,4.76,0.0,0.3,28.56
74402,2,2018-12-01 09:44:23,2018-12-01 09:50:49,3,1.59,1,N,229,236,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
5159272,1,2018-12-18 17:52:31,2018-12-18 18:09:14,1,1.2,1,N,230,229,1,11.0,1.0,0.5,3.2,0.0,0.3,16.0
236930,1,2018-12-01 19:52:44,2018-12-01 19:58:18,1,0.9,1,N,236,263,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55
6930617,1,2018-12-25 22:19:21,2018-12-25 22:22:23,1,1.0,1,N,90,249,1,5.0,0.5,0.5,1.13,0.0,0.3,7.43
4066036,2,2018-12-14 21:32:12,2018-12-14 21:57:00,1,2.48,1,N,237,107,1,15.5,0.5,0.5,2.52,0.0,0.3,19.32
6033948,1,2018-12-21 14:57:03,2018-12-21 15:07:45,2,1.3,1,N,142,237,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
