,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2225916,1,2018-12-08 15:33:33,2018-12-08 15:50:32,1,2.5,1,N,170,236,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8
2237724,1,2018-12-08 16:11:26,2018-12-08 16:26:26,1,1.2,1,N,234,68,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
6567023,1,2018-12-23 17:21:12,2018-12-23 17:37:34,4,0.9,1,N,164,162,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
5292466,2,2018-12-19 02:56:36,2018-12-19 02:58:39,3,0.81,1,N,170,229,1,4.5,0.5,0.5,1.0,0.0,0.3,6.8
4038970,2,2018-12-14 19:58:08,2018-12-14 20:20:57,1,1.63,1,N,170,107,1,14.5,1.0,0.5,3.26,0.0,0.3,19.56
326370,1,2018-12-02 01:17:05,2018-12-02 01:27:37,2,1.2,1,N,79,249,1,8.0,0.5,0.5,2.3,0.0,0.3,11.6
3370274,2,2018-12-12 17:49:25,2018-12-12 18:32:15,1,9.77,1,N,230,138,1,36.5,1.0,0.5,11.02,5.76,0.3,55.08
1853421,2,2018-12-07 11:54:43,2018-12-07 12:05:39,1,0.62,1,N,43,237,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
6926060,2,2018-12-25 21:43:38,2018-12-25 21:53:47,2,1.44,1,N,249,79,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
5332168,1,2018-12-19 08:18:45,2018-12-19 08:26:43,1,0.9,1,N,107,164,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
7254434,2,2018-12-27 17:50:50,2018-12-27 17:56:48,1,0.83,1,N,236,262,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8
2657752,1,2018-12-10 07:31:31,2018-12-10 07:42:55,1,1.5,1,N,186,233,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
6614889,2,2018-12-23 21:41:38,2018-12-23 21:59:18,1,3.01,1,N,163,158,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8
4376691,2,2018-12-15 21:47:54,2018-12-15 22:02:32,6,1.24,1,N,68,48,1,10.0,0.5,0.5,1.0,0.0,0.3,12.3
3035490,1,2018-12-11 14:00:45,2018-12-11 14:05:02,1,0.4,1,N,158,249,1,4.5,0.0,0.5,1.05,0.0,0.3,6.35
4022319,2,2018-12-14 18:03:48,2018-12-14 18:38:49,1,4.48,1,N,239,113,2,23.5,1.0,0.5,0.0,0.0,0.3,25.3
5117398,2,2018-12-18 14:54:16,2018-12-18 15:10:52,1,2.58,1,N,163,239,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96
