,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
4053270,2,2018-12-14 20:14:28,2018-12-14 20:21:21,2,1.57,1,N,48,239,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
5594726,1,2018-12-20 01:47:02,2018-12-20 02:04:18,2,5.1,1,N,164,7,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8
209923,2,2018-12-01 17:25:06,2018-12-01 17:42:44,1,1.46,1,N,230,163,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8
3998043,2,2018-12-14 17:43:26,2018-12-14 17:50:10,1,1.08,1,N,236,237,1,6.5,1.0,0.5,1.24,0.0,0.3,9.54
2080387,4,2018-12-08 01:47:36,2018-12-08 01:51:49,1,0.57,1,N,79,79,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
498957,2,2018-12-02 17:03:14,2018-12-02 17:05:35,1,0.63,1,N,141,141,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76
47008,2,2018-12-01 04:28:13,2018-12-01 04:43:19,1,4.9,1,N,113,262,1,16.0,0.5,0.5,3.46,0.0,0.3,20.76
7072343,2,2018-12-26 18:44:18,2018-12-26 18:52:24,3,2.9,1,N,141,137,1,10.0,1.0,0.5,1.77,0.0,0.3,13.57
7827198,2,2018-12-30 10:13:58,2018-12-30 10:20:49,1,1.7,1,N,238,75,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
479251,2,2018-12-02 15:24:15,2018-12-02 15:47:39,1,6.4,1,N,153,74,1,22.5,0.0,0.5,0.0,0.0,0.3,23.3
4876164,2,2018-12-17 17:15:42,2018-12-17 17:30:55,1,1.34,1,N,79,45,2,10.5,1.0,0.5,0.0,0.0,0.3,12.3
4578176,2,2018-12-16 14:47:22,2018-12-16 15:05:11,1,1.41,1,N,113,246,1,11.5,0.0,0.5,1.84,0.0,0.3,14.14
729671,1,2018-12-03 16:31:55,2018-12-03 16:52:03,2,1.0,1,N,163,164,2,12.5,1.0,0.5,0.0,0.0,0.3,14.3
4134240,1,2018-12-15 01:04:56,2018-12-15 01:09:16,2,0.7,1,N,43,236,1,5.0,0.5,0.5,1.0,0.0,0.3,7.3
914140,2,2018-12-04 10:17:25,2018-12-04 10:28:06,3,1.64,1,N,142,236,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8
2522273,2,2018-12-09 15:33:29,2018-12-09 15:47:04,5,1.2,1,N,186,107,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
6067740,2,2018-12-21 15:57:47,2018-12-21 16:06:29,2,0.85,1,N,249,186,1,7.5,1.0,0.5,1.86,0.0,0.3,11.16
1583920,2,2018-12-06 15:22:47,2018-12-06 15:27:39,1,0.89,1,N,114,234,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
4306770,2,2018-12-15 16:07:11,2018-12-15 16:33:03,2,4.38,1,N,186,148,1,19.5,0.0,0.5,4.06,0.0,0.3,24.36
3472518,2,2018-12-12 22:03:23,2018-12-12 22:27:01,1,2.45,1,N,90,148,1,15.5,0.5,0.5,1.0,0.0,0.3,17.8
3491941,2,2018-12-13 00:03:21,2018-12-13 00:08:50,5,1.22,1,N,48,142,1,6.5,0.5,0.5,1.17,0.0,0.3,8.97
7150609,1,2018-12-27 08:24:55,2018-12-27 08:40:25,1,2.1,1,N,90,211,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8
1544910,2,2018-12-06 12:11:08,2018-12-06 12:21:56,1,0.58,1,N,234,186,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
7088728,2,2018-12-26 20:10:42,2018-12-26 20:16:47,1,1.81,1,N,229,263,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0
6778681,2,2018-12-24 19:18:17,2018-12-24 19:33:14,1,3.18,1,N,163,41,1,13.5,1.0,0.5,3.06,0.0,0.3,18.36
5934576,1,2018-12-21 07:53:35,2018-12-21 07:56:03,1,0.4,1,N,100,230,1,3.5,0.0,0.5,1.05,0.0,0.3,5.35
6222204,1,2018-12-22 07:13:22,2018-12-22 07:28:11,1,3.3,1,N,186,87,1,13.0,0.0,0.5,2.75,0.0,0.3,16.55
6104225,2,2018-12-21 18:21:29,2018-12-21 18:34:29,1,2.1,1,N,137,137,1,11.0,1.0,0.5,3.2,0.0,0.3,16.0
2013863,2,2018-12-07 21:35:51,2018-12-07 21:41:10,1,1.2,1,N,161,237,1,6.0,0.5,0.5,2.19,0.0,0.3,9.49
486287,2,2018-12-02 16:51:53,2018-12-02 17:19:41,3,6.93,1,N,231,151,1,25.0,0.0,0.5,5.16,0.0,0.3,30.96
2575608,1,2018-12-09 19:17:31,2018-12-09 19:23:45,2,0.9,1,N,263,237,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
5954942,2,2018-12-21 08:18:39,2018-12-21 08:28:43,1,1.15,1,N,236,141,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
