,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
3608746,2,2018-12-13 12:10:14,2018-12-13 12:31:15,3,1.49,1,N,229,163,1,13.5,0.0,0.5,1.7,0.0,0.3,16.0
5931215,2,2018-12-21 07:55:36,2018-12-21 07:58:38,1,0.61,1,N,90,90,1,4.0,0.0,0.5,1.44,0.0,0.3,6.24
6836828,2,2018-12-25 09:35:40,2018-12-25 09:52:21,1,5.14,1,N,90,24,2,18.0,0.0,0.5,0.0,0.0,0.3,18.8
3095221,1,2018-12-11 18:43:23,2018-12-11 18:52:13,1,0.8,1,N,211,148,1,7.0,1.0,0.5,1.75,0.0,0.3,10.55
5704771,1,2018-12-20 12:59:45,2018-12-20 13:20:27,1,1.1,1,N,141,233,1,13.0,0.0,0.5,2.0,0.0,0.3,15.8
2500984,2,2018-12-09 14:12:00,2018-12-09 14:28:33,6,2.35,1,N,236,170,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8
2680057,2,2018-12-10 09:37:30,2018-12-10 10:02:56,1,7.75,1,N,186,244,1,27.0,0.0,0.5,5.56,0.0,0.3,33.36
5230802,1,2018-12-18 21:38:40,2018-12-18 21:43:48,1,1.0,1,N,239,142,1,5.5,0.5,0.5,1.2,0.0,0.3,8.0
2414621,2,2018-12-09 06:01:37,2018-12-09 06:07:47,2,1.5,1,N,246,158,1,7.0,0.0,0.5,0.0,0.0,0.3,7.8
3472547,1,2018-12-12 22:18:08,2018-12-12 22:32:00,1,3.4,1,N,68,238,1,13.0,0.5,0.5,1.0,0.0,0.3,15.3
7731972,1,2018-12-29 20:46:10,2018-12-29 21:04:17,1,0.8,1,N,230,161,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
4895211,1,2018-12-17 18:37:51,2018-12-17 18:46:06,1,1.6,1,Y,50,186,1,7.5,1.0,0.5,1.85,0.0,0.3,11.15
4838195,2,2018-12-17 15:51:28,2018-12-17 16:26:07,4,4.29,1,N,234,97,1,23.5,0.0,0.5,0.0,0.0,0.3,24.3
709600,2,2018-12-03 15:31:02,2018-12-03 15:34:59,1,0.93,1,N,161,229,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
3854443,2,2018-12-14 07:37:48,2018-12-14 07:47:47,1,1.44,1,N,13,87,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
455246,1,2018-12-02 14:24:53,2018-12-02 14:39:09,1,3.7,1,N,79,140,1,14.0,0.0,0.5,2.22,0.0,0.3,17.02
4619883,1,2018-12-16 17:26:36,2018-12-16 18:04:24,1,7.7,1,N,151,114,1,28.5,0.0,0.5,8.75,0.0,0.3,38.05
