,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
7050731,1,2018-12-26 16:29:59,2018-12-26 16:50:45,2,9.2,1,N,161,138,1,27.0,0.0,0.5,5.0,5.76,0.3,38.56
3121518,2,2018-12-11 20:01:06,2018-12-11 20:17:42,1,1.74,1,N,140,163,1,11.5,0.5,0.5,2.0,0.0,0.3,14.8
2141239,1,2018-12-08 10:21:59,2018-12-08 10:39:07,1,2.7,1,N,13,114,1,13.0,0.0,0.5,1.0,0.0,0.3,14.8
1114529,2,2018-12-04 22:49:57,2018-12-04 23:02:55,5,3.45,1,N,249,25,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56
7269256,2,2018-12-27 18:49:54,2018-12-27 19:05:47,1,2.85,1,N,50,141,1,12.5,1.0,0.5,2.86,0.0,0.3,17.16
2223258,1,2018-12-08 15:53:18,2018-12-08 16:18:31,3,3.3,1,N,237,113,1,17.5,0.0,0.5,5.45,0.0,0.3,23.75
949004,2,2018-12-04 12:40:05,2018-12-04 12:59:30,1,1.72,1,N,158,234,1,12.5,0.0,0.5,0.6,0.0,0.3,13.9
1456484,2,2018-12-06 06:36:36,2018-12-06 06:46:15,2,2.45,1,N,263,162,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
5531124,2,2018-12-19 20:55:59,2018-12-19 21:03:31,1,1.32,1,N,48,143,1,7.0,0.5,0.5,2.08,0.0,0.3,10.38
6656583,2,2018-12-24 09:22:23,2018-12-24 09:31:45,1,1.33,1,N,48,186,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
