,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
7763388,1,2018-12-29 23:03:17,2018-12-29 23:23:37,1,2.0,1,N,230,236,1,14.0,0.5,0.5,3.05,0.0,0.3,18.35
2461508,2,2018-12-09 11:38:07,2018-12-09 11:47:25,1,1.93,1,N,236,161,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
710479,2,2018-12-03 15:16:42,2018-12-03 15:44:32,2,4.75,1,N,163,13,1,21.5,0.0,0.5,4.46,0.0,0.3,26.76
7185171,1,2018-12-27 11:46:12,2018-12-27 12:02:38,1,2.5,1,N,162,144,1,12.5,0.0,0.5,2.0,0.0,0.3,15.3
7547595,1,2018-12-28 23:15:30,2018-12-28 23:19:13,1,1.0,1,N,90,249,1,5.0,0.5,0.5,0.69,0.0,0.3,6.99
431448,2,2018-12-02 12:33:02,2018-12-02 12:41:16,1,0.73,1,N,163,161,1,6.5,0.0,0.5,1.82,0.0,0.3,9.12
6449594,1,2018-12-23 02:17:53,2018-12-23 02:27:27,1,3.3,1,N,48,145,1,12.0,0.5,0.5,2.0,0.0,0.3,15.3
5280851,2,2018-12-19 00:16:51,2018-12-19 00:22:13,1,1.1,1,N,234,162,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
3620054,1,2018-12-13 13:30:38,2018-12-13 13:49:58,1,1.7,1,N,236,161,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8
3060895,1,2018-12-11 16:53:52,2018-12-11 17:01:29,1,1.2,1,N,151,239,1,7.0,1.0,0.5,1.75,0.0,0.3,10.55
3182605,4,2018-12-11 23:56:33,2018-12-11 23:58:55,1,0.35,1,N,170,170,1,3.5,0.5,0.5,1.44,0.0,0.3,6.24
5894727,2,2018-12-21 00:15:52,2018-12-21 00:35:56,1,3.98,1,N,161,231,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16
904353,2,2018-12-04 09:42:00,2018-12-04 09:55:01,1,0.93,1,N,230,100,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
4533409,4,2018-12-16 11:05:40,2018-12-16 11:09:52,1,0.47,1,N,236,262,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
8126911,2,2018-12-31 20:22:16,2018-12-31 20:54:45,1,4.58,1,N,142,249,1,22.0,0.5,0.5,4.66,0.0,0.3,29.91
6757620,1,2018-12-24 17:25:38,2018-12-24 17:37:09,1,2.9,1,N,239,68,1,11.0,1.0,0.5,2.55,0.0,0.3,15.35
4432540,2,2018-12-16 00:20:52,2018-12-16 00:27:52,1,0.48,1,N,68,48,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
4609143,1,2018-12-16 16:44:54,2018-12-16 16:47:49,2,0.4,1,N,143,142,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
4685,2,2018-12-01 00:32:09,2018-12-01 00:42:46,2,1.4,1,N,79,234,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
7567140,2,2018-12-29 01:46:19,2018-12-29 02:00:34,5,2.24,1,N,158,148,1,11.0,0.5,0.5,1.0,0.0,0.3,13.3
6346918,2,2018-12-22 17:36:36,2018-12-22 17:40:35,1,1.16,1,N,229,263,1,5.5,0.0,0.5,4.0,0.0,0.3,10.3
5579217,2,2018-12-19 23:45:07,2018-12-19 23:53:12,1,1.43,1,N,161,236,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56
791104,2,2018-12-03 20:05:45,2018-12-03 20:26:52,1,9.92,1,N,263,174,2,28.0,0.5,0.5,0.0,0.0,0.3,29.3
1224123,1,2018-12-05 11:13:56,2018-12-05 11:25:54,1,0.9,1,N,158,90,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
6755714,2,2018-12-24 17:49:51,2018-12-24 17:57:58,1,1.35,1,N,144,209,2,7.5,1.0,0.5,0.0,0.0,0.3,9.3
540978,2,2018-12-02 20:17:46,2018-12-02 20:31:51,1,2.18,1,N,79,68,1,11.0,0.5,0.5,1.0,0.0,0.3,13.3
122222,2,2018-12-01 12:47:32,2018-12-01 13:07:55,1,2.78,1,N,186,144,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76
3851679,1,2018-12-14 07:06:02,2018-12-14 07:17:31,1,2.1,1,N,68,43,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95
6064204,2,2018-12-21 16:34:46,2018-12-21 17:02:17,3,3.93,1,N,234,263,1,18.5,1.0,0.5,6.09,0.0,0.3,26.39
5276385,1,2018-12-18 23:04:15,2018-12-18 23:06:02,1,0.5,1,N,48,48,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
2907034,1,2018-12-11 01:41:38,2018-12-11 01:48:13,1,1.3,1,N,230,170,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95
1110957,1,2018-12-04 22:49:32,2018-12-04 22:59:29,0,2.0,1,N,170,79,1,9.0,0.5,0.5,1.0,0.0,0.3,11.3
1272971,1,2018-12-05 14:13:06,2018-12-05 14:26:58,1,1.5,1,N,233,186,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95
4443424,1,2018-12-16 01:51:13,2018-12-16 02:22:32,1,7.6,1,N,164,225,2,27.0,0.5,0.5,0.0,0.0,0.3,28.3
234302,2,2018-12-01 19:56:09,2018-12-01 20:01:54,2,0.58,1,N,148,79,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
5886868,2,2018-12-20 23:36:09,2018-12-20 23:56:35,1,4.62,1,N,239,249,1,17.5,0.5,0.5,3.76,0.0,0.3,22.56
7068525,2,2018-12-26 18:37:49,2018-12-26 18:55:45,2,1.96,1,N,237,162,1,12.5,1.0,0.5,4.29,0.0,0.3,18.59
1220386,1,2018-12-05 11:04:43,2018-12-05 11:08:25,1,0.4,1,N,236,236,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
