,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
3962085,2,2018-12-14 15:23:02,2018-12-14 15:41:09,1,0.79,1,N,230,230,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3
1314275,2,2018-12-05 17:52:17,2018-12-05 18:10:27,1,1.2,1,N,142,237,2,11.5,1.0,0.5,0.0,0.0,0.3,13.3
681477,2,2018-12-03 13:01:48,2018-12-03 13:22:13,1,1.25,1,N,233,161,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16
3019120,2,2018-12-11 13:37:26,2018-12-11 13:48:46,1,1.62,1,N,75,236,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
4049850,2,2018-12-14 20:16:34,2018-12-14 20:23:10,1,0.72,1,N,249,249,1,6.0,0.5,0.5,1.1,0.0,0.3,8.4
319201,1,2018-12-02 00:07:09,2018-12-02 00:18:31,1,1.9,1,N,161,263,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
4651283,2,2018-12-16 19:25:52,2018-12-16 19:30:20,1,0.72,1,N,232,79,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
7108187,2,2018-12-26 22:57:17,2018-12-26 23:11:17,1,3.55,1,N,107,65,1,14.0,0.5,0.5,3.82,0.0,0.3,19.12
6496811,2,2018-12-23 11:30:35,2018-12-23 11:36:24,1,0.94,1,N,48,142,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
4429051,2,2018-12-16 00:53:09,2018-12-16 01:04:08,5,1.48,1,N,148,224,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36
7873918,2,2018-12-30 14:57:30,2018-12-30 15:03:16,1,1.19,1,N,234,114,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
1590640,1,2018-12-06 15:25:38,2018-12-06 15:37:17,1,1.7,1,N,233,107,1,9.0,0.0,0.5,1.47,0.0,0.3,11.27
2314149,2,2018-12-08 20:05:30,2018-12-08 20:08:09,3,1.1,1,N,262,75,1,5.0,0.5,0.5,1.0,0.0,0.3,7.3
7414423,2,2018-12-28 12:50:26,2018-12-28 13:09:50,2,2.94,1,N,151,163,2,14.5,0.0,0.5,0.0,0.0,0.3,15.3
3258072,1,2018-12-12 09:04:34,2018-12-12 09:15:50,1,1.1,1,N,237,43,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
5646793,1,2018-12-20 09:20:39,2018-12-20 09:43:54,1,3.8,1,N,79,140,1,18.0,0.0,0.5,2.0,0.0,0.3,20.8
5177332,2,2018-12-18 18:11:16,2018-12-18 18:31:32,1,3.62,1,N,100,13,1,15.5,1.0,0.5,3.46,0.0,0.3,20.76
7972403,1,2018-12-31 01:10:56,2018-12-31 01:12:35,1,0.3,1,N,74,74,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8
4927283,2,2018-12-17 20:56:36,2018-12-17 21:04:53,1,1.09,1,N,161,137,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3
5884844,2,2018-12-20 23:08:35,2018-12-20 23:13:17,2,0.82,1,N,234,224,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
