,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
6533771,2,2018-12-23 14:20:41,2018-12-23 14:30:15,1,2.08,1,N,100,114,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
3239200,2,2018-12-12 08:15:08,2018-12-12 08:19:14,1,1.22,1,N,107,170,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
6459602,1,2018-12-23 04:20:43,2018-12-23 04:22:09,1,1.3,1,N,234,234,3,3.0,0.5,0.5,0.0,0.0,0.3,4.3
6569424,2,2018-12-23 17:22:22,2018-12-23 17:42:47,1,2.79,1,N,68,148,1,15.0,0.0,0.5,3.95,0.0,0.3,19.75
5913825,2,2018-12-21 03:54:24,2018-12-21 04:03:14,1,1.4,1,N,50,161,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
2314162,2,2018-12-08 20:08:45,2018-12-08 20:13:51,2,0.57,1,N,263,141,1,5.0,0.5,0.5,1.7,0.0,0.3,8.0
7209790,2,2018-12-27 12:59:43,2018-12-27 13:02:39,1,0.57,1,N,238,238,1,4.0,0.0,0.5,1.2,0.0,0.3,6.0
3796861,2,2018-12-13 22:59:02,2018-12-13 23:09:32,2,1.74,1,N,234,230,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
3847492,2,2018-12-14 07:36:04,2018-12-14 07:51:23,1,5.46,1,N,48,152,1,18.5,0.0,0.5,3.86,0.0,0.3,23.16
6499666,2,2018-12-23 10:59:35,2018-12-23 11:04:59,3,1.34,1,N,233,141,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
4930244,2,2018-12-17 20:29:40,2018-12-17 20:35:23,1,0.85,1,N,100,246,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
3082537,1,2018-12-11 17:52:42,2018-12-11 18:23:54,1,10.7,1,N,162,138,2,32.0,1.0,0.5,0.0,5.76,0.3,39.56
1747859,2,2018-12-07 00:18:41,2018-12-07 00:20:43,4,0.84,1,N,107,233,1,4.5,0.5,0.5,0.6,0.0,0.3,6.4
6443573,1,2018-12-23 01:49:23,2018-12-23 02:02:40,1,8.2,1,N,170,138,1,23.5,0.5,0.5,3.67,5.76,0.3,34.23
6589371,2,2018-12-23 19:53:01,2018-12-23 20:01:44,2,4.42,1,N,239,116,1,14.0,0.0,0.5,4.44,0.0,0.3,19.24
4716638,1,2018-12-17 06:13:37,2018-12-17 06:25:08,1,3.7,1,N,231,163,1,12.5,0.0,0.5,2.65,0.0,0.3,15.95
1269913,2,2018-12-05 14:46:37,2018-12-05 14:51:43,6,0.52,1,N,141,141,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
559105,2,2018-12-02 22:08:09,2018-12-02 22:24:24,1,1.3,1,N,230,141,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8
5993139,2,2018-12-21 11:06:19,2018-12-21 11:27:23,1,2.2,1,N,237,234,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76
4191366,2,2018-12-15 09:24:50,2018-12-15 09:38:23,1,2.89,1,N,166,142,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96
3458722,1,2018-12-12 22:58:06,2018-12-12 23:14:16,1,1.4,1,N,162,186,4,11.0,0.5,0.5,0.0,0.0,0.3,12.3
1087841,2,2018-12-04 21:03:29,2018-12-04 21:27:51,5,6.5,1,N,186,40,1,22.0,0.5,0.5,5.81,5.76,0.3,34.87
4781461,1,2018-12-17 11:55:32,2018-12-17 12:00:59,1,0.3,1,N,140,141,1,5.0,0.0,0.5,1.4,0.0,0.3,7.2
6884905,1,2018-12-25 16:00:59,2018-12-25 16:07:54,1,0.9,1,N,237,229,1,6.5,0.0,0.5,2.15,0.0,0.3,9.45
3525793,2,2018-12-13 07:46:28,2018-12-13 08:05:55,2,4.96,1,N,79,65,1,18.5,0.0,0.5,3.86,0.0,0.3,23.16
3656521,2,2018-12-09 11:09:26,2018-12-09 12:00:11,1,9.31,1,N,162,138,1,35.0,0.0,0.5,5.0,5.76,0.3,46.56
1393727,2,2018-12-05 21:54:37,2018-12-05 21:59:29,1,1.22,1,N,144,261,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
1733721,1,2018-12-06 23:24:29,2018-12-06 23:33:25,1,1.8,1,N,161,113,1,8.0,0.5,0.5,2.3,0.0,0.3,11.6
6871868,1,2018-12-25 14:20:10,2018-12-25 14:24:10,3,0.7,1,N,186,230,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
5074152,1,2018-12-18 11:05:26,2018-12-18 11:09:47,0,0.3,1,N,163,237,1,4.5,0.0,0.5,0.79,0.0,0.3,6.09
7291899,1,2018-12-27 19:40:14,2018-12-27 19:52:00,1,1.7,1,N,137,229,1,9.5,1.0,0.5,1.0,0.0,0.3,12.3
370191,1,2018-12-02 07:02:29,2018-12-02 07:04:14,1,0.4,1,N,234,107,1,3.5,0.0,0.5,0.85,0.0,0.3,5.15
2915988,1,2018-12-11 05:27:51,2018-12-11 05:53:08,1,4.5,1,N,74,161,1,20.0,0.5,0.5,3.2,0.0,0.3,24.5
852277,2,2018-12-04 04:08:15,2018-12-04 04:14:18,1,1.87,1,N,74,42,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
2684748,1,2018-12-10 09:27:54,2018-12-10 09:31:38,1,0.7,1,N,141,140,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
3413904,1,2018-12-12 19:21:02,2018-12-12 19:34:29,1,3.5,1,N,144,181,1,13.0,1.0,0.5,2.95,0.0,0.3,17.75
1017327,1,2018-12-04 17:24:15,2018-12-04 17:30:10,1,0.7,1,N,262,140,2,5.5,1.0,0.5,0.0,0.0,0.3,7.3
5919839,1,2018-12-21 05:41:19,2018-12-21 05:53:18,1,3.4,1,N,41,143,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3
5329626,2,2018-12-19 08:49:01,2018-12-19 08:53:01,1,0.65,1,N,140,141,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2760376,1,2018-12-10 15:29:40,2018-12-10 15:32:42,1,0.5,1,N,236,236,1,4.0,0.0,0.5,1.15,0.0,0.3,5.95
537434,2,2018-12-02 20:55:23,2018-12-02 21:09:48,2,2.8,1,N,68,143,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96
6126734,1,2018-12-21 20:39:59,2018-12-21 20:59:17,1,7.5,1,N,186,244,1,24.0,0.5,0.5,3.0,0.0,0.3,28.3
381430,1,2018-12-02 09:12:54,2018-12-02 09:16:49,1,0.6,1,N,262,236,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95
1618181,1,2018-12-06 17:43:10,2018-12-06 18:20:43,3,2.5,1,N,140,230,1,22.0,1.0,0.5,4.75,0.0,0.3,28.55
4170337,1,2018-12-15 06:44:31,2018-12-15 06:47:28,1,0.3,1,N,263,75,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
4344893,1,2018-12-15 19:30:54,2018-12-15 19:30:54,1,0.0,1,N,231,264,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3
7360501,2,2018-12-28 06:21:39,2018-12-28 06:29:23,1,1.87,1,N,141,170,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
5867853,2,2018-12-20 21:59:02,2018-12-20 22:26:34,1,9.22,1,N,148,42,1,28.0,0.5,0.5,5.0,0.0,0.3,34.3
