,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2872930,1,2018-12-10 21:38:37,2018-12-10 21:49:39,1,2.9,1,N,68,13,1,12.0,0.5,0.5,2.65,0.0,0.3,15.95
8032921,1,2018-12-31 13:21:33,2018-12-31 13:24:51,1,0.3,1,N,170,164,1,4.0,0.0,0.5,1.4,0.0,0.3,6.2
209448,1,2018-12-01 17:12:08,2018-12-01 17:17:49,1,1.1,1,N,249,231,1,6.0,0.0,0.5,1.25,0.0,0.3,8.05
7355071,1,2018-12-28 05:36:35,2018-12-28 06:03:14,0,17.1,2,N,263,132,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56
5274027,2,2018-12-18 23:22:02,2018-12-18 23:39:08,1,2.77,1,N,142,234,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3
2933236,2,2018-12-11 07:37:01,2018-12-11 07:46:34,1,0.71,1,N,170,100,1,7.0,0.0,0.5,1.2,0.0,0.3,9.0
2994693,2,2018-12-11 11:03:53,2018-12-11 11:26:10,1,3.5,1,N,230,239,1,17.0,0.0,0.5,5.34,0.0,0.3,23.14
669756,2,2018-12-03 12:51:08,2018-12-03 12:55:45,1,0.89,1,N,137,224,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
3409805,2,2018-12-12 19:13:46,2018-12-12 19:17:13,1,0.66,1,N,262,262,2,4.5,1.0,0.5,0.0,0.0,0.3,6.3
6246051,1,2018-12-22 10:37:15,2018-12-22 10:44:12,2,1.4,1,N,263,237,1,7.0,0.0,0.5,1.17,0.0,0.3,8.97
