,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
6784542,2,2018-12-24 20:51:48,2018-12-24 21:02:04,1,1.78,1,N,48,238,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
7944687,2,2018-12-30 21:30:52,2018-12-30 21:59:04,1,1.6,1,N,233,48,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96
1279,2,2018-12-01 00:17:07,2018-12-01 00:25:22,1,0.84,1,N,164,233,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
173648,1,2018-12-01 15:58:12,2018-12-01 16:03:33,1,0.7,1,N,164,234,1,5.5,0.0,0.5,1.55,0.0,0.3,7.85
7041773,2,2018-12-26 16:11:39,2018-12-26 16:17:51,1,1.44,1,N,68,50,1,7.0,1.0,0.5,1.76,0.0,0.3,10.56
3535680,2,2018-12-13 07:32:32,2018-12-13 07:44:43,1,1.44,1,N,163,170,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
5824244,1,2018-12-20 20:43:23,2018-12-20 20:49:02,2,0.5,1,N,230,100,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55
5729653,1,2018-12-20 14:54:02,2018-12-20 14:57:41,1,0.8,1,N,142,239,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
7837928,1,2018-12-30 12:29:04,2018-12-30 12:36:22,2,1.3,1,N,236,141,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
6727612,2,2018-12-24 15:02:25,2018-12-24 15:06:16,1,0.52,1,N,13,13,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
1404419,2,2018-12-05 22:35:06,2018-12-05 22:59:03,2,2.21,1,N,100,100,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3
5570517,2,2018-12-19 23:25:28,2018-12-19 23:40:15,2,3.85,1,N,170,239,1,13.5,0.5,0.5,3.7,0.0,0.3,18.5
3606856,2,2018-12-13 12:27:48,2018-12-13 12:45:44,1,1.02,1,N,236,141,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
89013,2,2018-12-01 10:42:23,2018-12-01 11:06:20,1,9.28,1,N,237,97,1,28.5,0.0,0.5,7.32,0.0,0.3,36.62
2899813,1,2018-12-10 23:41:56,2018-12-10 23:53:38,3,2.4,1,N,186,229,1,10.5,0.5,0.5,0.0,0.0,0.3,11.8
1606779,1,2018-12-06 16:24:50,2018-12-06 18:09:58,1,16.5,2,N,100,132,1,52.0,4.5,0.5,12.6,5.76,0.3,75.66
3511314,1,2018-12-13 05:48:12,2018-12-13 05:58:15,1,3.8,1,N,107,236,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8
2429638,2,2018-12-09 09:41:24,2018-12-09 09:42:25,5,0.42,1,N,164,164,1,3.5,0.0,0.5,1.0,0.0,0.3,5.3
4611060,2,2018-12-16 16:18:07,2018-12-16 16:25:06,1,1.09,1,N,163,143,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
7123113,2,2018-12-26 23:45:57,2018-12-26 23:50:07,1,0.84,1,N,186,230,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
3649706,2,2018-12-13 15:29:55,2018-12-13 15:45:32,5,1.77,1,N,237,170,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8
960627,2,2018-12-04 13:36:54,2018-12-04 13:53:02,5,1.11,1,N,141,237,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
6022333,1,2018-12-21 13:23:38,2018-12-21 13:28:21,1,0.6,1,N,113,114,1,5.0,0.0,0.5,2.0,0.0,0.3,7.8
982809,2,2018-12-04 15:44:51,2018-12-04 15:59:26,1,1.52,1,N,236,163,1,10.5,0.0,0.5,1.5,0.0,0.3,12.8
5478839,1,2018-12-19 18:24:02,2018-12-19 18:37:14,0,3.2,1,N,13,148,1,12.5,1.0,0.5,2.0,0.0,0.3,16.3
1665453,2,2018-12-06 19:34:44,2018-12-06 19:48:46,2,1.72,1,N,162,113,1,10.5,1.0,0.5,3.08,0.0,0.3,15.38
8163591,2,2018-12-31 22:17:30,2018-12-31 22:26:44,5,1.06,1,N,231,261,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
902241,2,2018-12-04 09:41:39,2018-12-04 09:43:30,2,0.47,1,N,48,50,1,3.5,0.0,0.5,1.29,0.0,0.3,5.59
1341781,1,2018-12-05 18:34:02,2018-12-05 18:51:00,2,1.0,1,N,237,141,1,11.0,1.0,0.5,2.55,0.0,0.3,15.35
2157106,2,2018-12-08 11:33:43,2018-12-08 11:43:53,1,1.21,1,N,48,68,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0
232581,2,2018-12-01 19:05:27,2018-12-01 19:17:03,1,1.29,1,N,262,237,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
1941320,2,2018-12-07 17:46:55,2018-12-07 18:08:15,1,2.82,1,N,107,107,1,15.0,1.0,0.5,3.36,0.0,0.3,20.16
1952797,1,2018-12-07 18:40:32,2018-12-07 19:01:05,1,1.8,1,N,238,43,1,13.5,1.0,0.5,2.75,0.0,0.3,18.05
6850781,2,2018-12-25 12:53:28,2018-12-25 12:59:24,6,0.92,1,N,224,224,1,6.0,0.0,0.5,2.04,0.0,0.3,8.84
418042,1,2018-12-02 12:31:39,2018-12-02 12:40:02,1,1.6,1,N,236,151,1,8.0,0.0,0.5,1.32,0.0,0.3,10.12
5774733,1,2018-12-20 17:01:47,2018-12-20 17:29:59,1,3.9,1,N,151,244,1,19.5,1.0,0.5,4.25,0.0,0.3,25.55
4356349,2,2018-12-15 19:18:11,2018-12-15 19:36:18,1,1.46,1,N,113,249,1,12.0,0.0,0.5,2.0,0.0,0.3,14.8
7254169,2,2018-12-27 17:29:47,2018-12-27 17:56:25,1,2.43,1,N,236,230,1,16.5,1.0,0.5,3.66,0.0,0.3,21.96
1923479,2,2018-12-07 16:10:51,2018-12-07 16:18:41,1,0.76,1,N,143,143,1,6.5,1.0,0.5,0.0,0.0,0.3,8.3
4856616,1,2018-12-17 16:30:04,2018-12-17 16:43:58,2,1.9,1,Y,43,43,2,10.5,1.0,0.5,0.0,0.0,0.3,12.3
5440703,2,2018-12-19 15:30:09,2018-12-19 15:37:08,1,0.71,1,N,230,230,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5
7798374,2,2018-12-30 04:21:21,2018-12-30 04:21:26,1,0.0,5,N,144,144,1,65.0,0.0,0.5,13.16,0.0,0.3,78.96
3732122,1,2018-12-13 20:06:04,2018-12-13 20:26:19,1,2.7,1,N,90,143,1,14.0,0.5,0.5,3.05,0.0,0.3,18.35
369885,1,2018-12-02 07:06:02,2018-12-02 07:23:41,1,5.5,1,N,137,260,1,18.5,0.0,0.5,3.85,0.0,0.3,23.15
4115273,2,2018-12-14 23:03:57,2018-12-14 23:16:58,1,1.69,1,N,90,170,1,10.0,0.5,0.5,1.5,0.0,0.3,12.8
2428131,2,2018-12-09 09:52:00,2018-12-09 09:59:44,1,1.12,1,N,50,161,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8
6493228,2,2018-12-23 11:44:19,2018-12-23 12:01:51,2,1.39,1,N,233,48,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
4831900,1,2018-12-17 14:06:41,2018-12-17 14:24:57,1,3.2,1,N,166,142,1,14.5,0.0,0.5,2.3,0.0,0.3,17.6
4782430,2,2018-12-17 11:09:49,2018-12-17 11:23:49,2,1.88,1,N,141,142,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
7113807,2,2018-12-26 22:14:43,2018-12-26 22:27:05,1,1.73,1,N,186,224,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56
5546108,1,2018-12-19 21:13:35,2018-12-19 21:19:55,1,1.0,1,N,48,142,1,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1787043,2,2018-12-07 07:54:34,2018-12-07 07:58:56,2,1.45,1,N,262,74,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
1186876,2,2018-12-05 08:31:05,2018-12-05 08:56:38,1,1.99,1,N,163,263,1,16.5,0.0,0.5,3.46,0.0,0.3,20.76
5612976,2,2018-12-20 06:49:06,2018-12-20 06:54:19,1,0.94,1,N,186,234,1,5.5,0.0,0.5,1.2,0.0,0.3,7.5
2375199,1,2018-12-09 00:06:34,2018-12-09 00:18:02,1,3.6,1,N,148,255,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8
3875676,1,2018-12-14 09:29:25,2018-12-14 09:48:32,0,3.0,1,N,246,211,1,14.5,0.0,0.5,1.0,0.0,0.3,16.3
4319109,2,2018-12-15 17:26:08,2018-12-15 17:40:54,2,2.42,1,N,107,141,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
6527014,1,2018-12-23 14:31:57,2018-12-23 14:34:25,1,0.8,1,N,237,236,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
6354757,1,2018-12-22 17:17:44,2018-12-22 17:20:37,1,0.4,1,N,239,238,1,4.0,0.0,0.5,1.0,0.0,0.3,5.8
5754757,2,2018-12-20 15:10:02,2018-12-20 15:39:40,1,2.1,1,N,236,229,1,18.0,0.0,0.5,1.2,0.0,0.3,20.0
780476,2,2018-12-03 19:21:06,2018-12-03 19:36:25,1,2.92,1,N,234,141,1,12.5,1.0,0.5,2.86,0.0,0.3,17.16
7027,2,2018-12-01 00:32:19,2018-12-01 00:58:19,1,4.4,1,N,113,238,1,20.0,0.5,0.5,4.26,0.0,0.3,25.56
1150191,2,2018-12-05 05:43:32,2018-12-05 05:48:28,1,1.38,1,N,100,161,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
6271428,2,2018-12-22 12:03:11,2018-12-22 12:09:04,2,0.96,1,N,164,170,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
6328435,1,2018-12-22 16:26:20,2018-12-22 16:53:43,1,3.8,1,N,224,142,1,19.0,0.0,0.5,3.95,0.0,0.3,23.75
7158422,2,2018-12-27 09:12:48,2018-12-27 09:18:46,1,0.95,1,N,237,163,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
7156142,2,2018-12-27 09:29:14,2018-12-27 09:33:53,1,1.33,1,N,236,237,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
3928179,2,2018-12-14 12:54:40,2018-12-14 12:59:11,1,0.69,1,N,75,43,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25
2899106,1,2018-12-10 23:09:58,2018-12-10 23:22:04,1,2.5,1,N,163,263,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3
1486071,2,2018-12-06 08:50:11,2018-12-06 08:57:28,1,0.74,1,N,186,234,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5
5151139,2,2018-12-18 15:34:07,2018-12-18 15:59:18,1,4.74,1,N,13,163,2,19.0,1.0,0.5,0.0,0.0,0.3,20.8
249848,2,2018-12-01 20:41:57,2018-12-01 20:55:13,2,1.64,1,N,141,43,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
944970,1,2018-12-04 12:07:14,2018-12-04 12:22:20,1,1.9,1,N,137,148,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8
7709194,2,2018-12-29 18:12:19,2018-12-29 18:44:55,1,2.13,1,N,237,186,2,19.5,0.0,0.5,0.0,0.0,0.3,20.3
48839,1,2018-12-01 04:45:05,2018-12-01 04:47:57,1,0.6,1,N,42,42,1,4.5,0.5,0.5,2.0,0.0,0.3,7.8
2400427,4,2018-12-09 02:59:30,2018-12-09 03:05:23,1,1.75,1,N,263,233,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
167501,2,2018-12-01 15:57:45,2018-12-01 16:42:03,1,10.36,1,N,68,167,1,37.5,0.0,0.5,0.0,0.0,0.3,38.3
6196590,2,2018-12-22 01:27:00,2018-12-22 01:38:49,1,2.66,1,N,186,79,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76
2159971,2,2018-12-08 11:44:15,2018-12-08 12:05:03,1,2.63,1,N,162,4,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76
979969,2,2018-12-04 14:35:29,2018-12-04 14:39:29,1,0.48,1,N,238,151,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
3501099,1,2018-12-13 01:56:22,2018-12-13 02:22:11,1,6.6,1,N,68,61,1,23.5,0.5,0.5,7.4,0.0,0.3,32.2
6404722,2,2018-12-22 21:21:39,2018-12-22 21:26:28,1,0.83,1,N,170,107,1,5.5,0.5,0.5,1.02,0.0,0.3,7.82
4153849,2,2018-12-15 02:02:50,2018-12-15 02:08:28,1,0.77,1,N,114,249,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
