,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2402350,2,2018-12-09 03:46:53,2018-12-09 03:50:15,2,0.66,1,N,249,125,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96
1066148,2,2018-12-04 20:58:12,2018-12-04 21:12:06,1,2.56,1,N,161,113,1,11.5,0.5,0.5,3.2,0.0,0.3,16.0
7665317,1,2018-12-29 15:18:16,2018-12-29 15:35:29,5,2.4,1,N,239,162,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
4864249,2,2018-12-17 16:59:06,2018-12-17 17:08:52,1,0.88,1,N,163,162,2,7.5,1.0,0.5,0.0,0.0,0.3,9.3
6513809,1,2018-12-23 12:38:03,2018-12-23 12:49:43,2,2.1,1,N,239,141,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95
3413414,1,2018-12-12 19:10:51,2018-12-12 19:18:17,1,1.2,1,N,262,140,1,7.5,1.0,0.5,1.85,0.0,0.3,11.15
1700214,2,2018-12-06 21:04:39,2018-12-06 21:22:12,3,2.35,1,N,230,239,1,11.0,0.5,0.5,3.08,0.0,0.3,15.38
5130153,2,2018-12-18 15:49:29,2018-12-18 16:15:28,1,2.05,1,N,161,239,1,16.5,0.0,0.5,2.6,0.0,0.3,19.9
211132,1,2018-12-01 18:00:07,2018-12-01 18:06:05,0,0.8,1,N,233,137,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
7563786,1,2018-12-29 01:05:25,2018-12-29 01:07:52,1,0.7,1,N,263,75,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96
