,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
3933979,1,2018-12-14 13:50:48,2018-12-14 14:04:12,1,1.4,1,N,262,141,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
957297,1,2018-12-04 13:00:07,2018-12-04 13:11:45,1,1.6,1,N,143,236,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75
2201592,2,2018-12-08 14:51:43,2018-12-08 15:18:01,1,2.36,1,N,141,186,1,16.5,0.0,0.5,3.46,0.0,0.3,20.76
4257521,2,2018-12-15 13:23:55,2018-12-15 13:31:43,1,1.64,1,N,231,68,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
5578907,2,2018-12-19 23:53:15,2018-12-20 00:13:00,2,6.71,1,N,163,88,1,22.0,0.5,0.5,4.66,0.0,0.3,27.96
1610953,1,2018-12-06 16:30:52,2018-12-06 16:35:34,1,0.6,1,N,68,234,1,5.0,1.0,0.5,1.35,0.0,0.3,8.15
7998628,2,2018-12-31 09:38:43,2018-12-31 10:02:40,3,4.98,1,N,170,24,1,19.5,0.0,0.5,4.06,0.0,0.3,24.36
7852834,1,2018-12-30 13:18:18,2018-12-30 13:34:19,1,1.8,1,N,161,186,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3
3605287,1,2018-12-13 12:12:19,2018-12-13 12:19:33,1,1.2,1,N,140,262,1,6.5,0.0,0.5,1.1,0.0,0.3,8.4
7769284,2,2018-12-30 00:26:55,2018-12-30 00:38:53,2,1.2,1,N,170,186,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
291802,1,2018-12-01 22:59:09,2018-12-01 23:06:46,1,1.2,1,N,79,249,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95
1874746,2,2018-12-07 13:23:18,2018-12-07 13:41:13,1,1.73,1,N,239,24,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3
4923564,2,2018-12-17 20:16:20,2018-12-17 20:18:47,1,0.21,1,N,87,87,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8
6437008,2,2018-12-23 00:08:51,2018-12-23 00:11:00,1,0.31,1,N,107,170,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8
2227241,1,2018-12-08 15:01:40,2018-12-08 15:14:51,1,2.8,1,N,263,166,1,11.5,0.0,0.5,2.45,0.0,0.3,14.75
1108090,1,2018-12-04 22:45:04,2018-12-04 23:02:43,1,5.3,1,N,164,209,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3
782576,2,2018-12-03 19:12:26,2018-12-03 19:18:41,1,0.8,1,N,163,48,1,5.5,1.0,0.5,1.46,0.0,0.3,8.76
164189,2,2018-12-01 15:16:24,2018-12-01 15:21:45,1,0.76,1,N,236,141,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
5057076,1,2018-12-18 10:33:47,2018-12-18 10:51:20,1,1.4,1,N,68,43,1,12.0,0.0,0.5,3.0,0.0,0.3,15.8
7533507,2,2018-12-28 21:40:35,2018-12-28 21:45:52,1,1.77,1,N,239,24,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
8017973,1,2018-12-31 11:47:34,2018-12-31 11:56:12,1,1.1,1,N,113,4,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95
7466614,2,2018-12-28 16:51:28,2018-12-28 17:00:46,2,1.49,1,N,237,236,1,8.5,1.0,0.5,3.09,0.0,0.3,13.39
2303462,2,2018-12-08 20:30:07,2018-12-08 20:56:57,1,1.22,1,N,164,230,1,16.0,0.5,0.5,1.7,0.0,0.3,19.0
7269802,2,2018-12-27 18:04:18,2018-12-27 18:27:58,2,1.71,1,N,163,100,1,14.5,1.0,0.5,0.0,0.0,0.3,16.3
5031706,1,2018-12-18 09:15:38,2018-12-18 09:30:55,1,1.0,1,N,100,233,1,10.5,0.0,0.5,2.25,0.0,0.3,13.55
2374759,2,2018-12-09 00:21:34,2018-12-09 00:31:05,1,1.4,1,N,107,114,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
1112042,2,2018-12-04 22:20:45,2018-12-04 22:28:09,1,1.18,1,N,234,249,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8
2872900,2,2018-12-10 21:38:09,2018-12-10 21:48:37,1,2.22,1,N,230,140,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96
1475418,2,2018-12-06 08:50:42,2018-12-06 08:59:13,2,0.9,1,N,142,143,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
4155094,2,2018-12-15 02:19:41,2018-12-15 02:32:43,1,3.39,1,N,48,263,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56
6313195,1,2018-12-22 15:22:57,2018-12-22 15:29:25,2,0.8,1,N,234,68,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
3385076,1,2018-12-12 18:13:18,2018-12-12 18:22:21,1,2.3,1,N,140,233,2,9.5,1.0,0.5,0.0,0.0,0.3,11.3
5677049,1,2018-12-20 11:48:20,2018-12-20 11:57:59,1,0.5,1,N,237,162,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
1596756,1,2018-12-06 15:08:24,2018-12-06 15:17:39,1,0.7,1,N,161,163,1,7.5,0.0,0.5,2.0,0.0,0.3,10.3
2506645,2,2018-12-09 14:13:14,2018-12-09 14:16:29,1,0.66,1,N,238,239,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3
8061590,2,2018-12-31 15:08:59,2018-12-31 15:12:47,2,0.7,1,N,237,141,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
7865092,2,2018-12-30 14:36:59,2018-12-30 15:00:38,1,4.04,1,N,236,114,1,17.5,0.0,0.5,1.0,0.0,0.3,19.3
2708371,2,2018-12-10 11:57:01,2018-12-10 12:04:03,2,0.82,1,N,48,246,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
5212928,2,2018-12-18 20:02:35,2018-12-18 20:10:56,3,2.41,1,N,13,209,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96
6104460,2,2018-12-21 18:51:47,2018-12-21 19:03:28,5,0.94,1,N,162,48,1,8.5,1.0,0.5,2.58,0.0,0.3,12.88
802928,2,2018-12-03 21:07:48,2018-12-03 21:10:29,1,0.62,1,N,43,142,1,4.0,0.5,0.5,0.64,0.0,0.3,5.94
5592248,2,2018-12-20 00:49:18,2018-12-20 01:02:56,1,3.07,1,N,90,234,1,11.5,0.5,0.5,3.2,0.0,0.3,16.0
3281665,2,2018-12-12 11:05:46,2018-12-12 11:29:50,2,1.53,1,N,236,162,1,14.5,0.0,0.5,0.0,0.0,0.3,15.3
1538132,1,2018-12-06 12:11:00,2018-12-06 12:24:30,1,1.5,1,N,75,236,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96
7826187,2,2018-12-30 10:36:58,2018-12-30 10:48:30,6,1.34,1,N,230,186,1,9.0,0.0,0.5,2.45,0.0,0.3,12.25
6471500,1,2018-12-23 08:37:56,2018-12-23 08:41:25,1,1.5,1,N,162,107,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
2911692,2,2018-12-11 03:12:43,2018-12-11 03:30:59,1,4.35,1,N,79,189,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8
2269630,2,2018-12-08 18:12:58,2018-12-08 18:19:38,3,1.08,1,N,238,239,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
880665,2,2018-12-04 09:00:34,2018-12-04 09:07:39,5,1.62,1,N,237,75,1,7.5,0.0,0.5,1.0,0.0,0.3,9.3
1630719,1,2018-12-06 18:45:22,2018-12-06 19:03:45,1,2.9,1,N,234,140,1,13.5,1.0,0.5,3.0,0.0,0.3,18.3
1887078,2,2018-12-07 14:42:07,2018-12-07 14:57:45,3,1.91,1,N,161,237,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
4199810,2,2018-12-15 10:41:59,2018-12-15 10:53:09,2,1.55,1,N,211,186,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
6499094,1,2018-12-23 11:29:04,2018-12-23 11:37:35,2,1.4,1,N,249,100,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55
965596,1,2018-12-04 14:01:52,2018-12-04 14:06:42,1,0.5,1,N,158,249,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
4549121,2,2018-12-16 12:02:21,2018-12-16 12:24:29,1,3.77,1,N,107,239,1,17.0,0.0,0.5,2.67,0.0,0.3,20.47
1876199,2,2018-12-07 13:57:03,2018-12-07 14:16:44,1,1.18,1,N,48,162,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
