,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
5475724,2,2018-12-19 17:59:42,2018-12-19 18:12:21,1,1.59,1,N,107,249,1,9.5,1.0,0.5,1.0,0.0,0.3,12.3
827819,2,2018-12-03 22:11:55,2018-12-03 22:20:06,1,1.15,1,N,249,90,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3
6618848,1,2018-12-23 22:05:31,2018-12-23 22:26:27,1,5.7,1,N,4,36,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8
6132508,2,2018-12-21 20:43:18,2018-12-21 21:00:20,5,2.6,1,N,148,162,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3
6082229,2,2018-12-21 16:56:34,2018-12-21 17:13:26,6,2.16,1,N,41,168,2,12.0,1.0,0.5,0.0,0.0,0.3,13.8
1022017,2,2018-12-04 17:12:23,2018-12-04 17:41:41,2,7.18,1,N,43,148,2,25.0,1.0,0.5,0.0,0.0,0.3,26.8
4874024,1,2018-12-17 17:15:43,2018-12-17 17:29:34,2,2.2,1,N,68,230,2,11.0,1.0,0.5,0.0,0.0,0.3,12.8
5147278,1,2018-12-18 16:16:53,2018-12-18 16:43:31,1,1.9,1,N,237,100,1,16.5,1.0,0.5,2.0,0.0,0.3,20.3
2844270,1,2018-12-10 20:26:19,2018-12-10 20:32:52,1,1.0,1,N,211,79,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75
4054036,2,2018-12-14 20:21:58,2018-12-14 20:50:11,5,5.37,1,N,87,161,1,21.0,0.5,0.5,4.46,0.0,0.3,26.76
3285712,2,2018-12-12 11:04:24,2018-12-12 11:18:11,1,1.08,1,N,229,164,1,9.5,0.0,0.5,1.54,0.0,0.3,11.84
331272,2,2018-12-02 01:02:38,2018-12-02 01:11:34,1,0.86,1,N,249,68,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
4913247,1,2018-12-17 19:17:46,2018-12-17 19:22:54,1,0.6,1,N,100,100,1,5.0,1.0,0.5,2.0,0.0,0.3,8.8
6543667,1,2018-12-23 15:06:09,2018-12-23 15:14:03,1,1.1,1,N,79,144,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35
5732991,2,2018-12-20 14:21:18,2018-12-20 15:08:13,5,11.93,1,N,162,92,1,38.0,0.0,0.5,8.91,5.76,0.3,53.47
5993061,1,2018-12-21 11:43:36,2018-12-21 11:50:22,1,1.0,1,N,239,142,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
454052,2,2018-12-02 14:38:47,2018-12-02 14:45:35,2,0.95,1,N,237,140,1,6.0,0.0,0.5,2.0,0.0,0.3,8.8
696280,1,2018-12-03 14:21:15,2018-12-03 14:47:44,1,2.2,1,N,100,246,2,16.5,0.0,0.5,0.0,0.0,0.3,17.3
2348284,2,2018-12-08 23:42:02,2018-12-08 23:50:01,1,1.37,1,N,158,186,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0
4243815,1,2018-12-15 13:54:27,2018-12-15 13:58:54,1,0.6,1,N,114,79,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
2038479,1,2018-12-07 23:42:17,2018-12-08 00:26:50,1,8.9,1,N,230,228,1,34.0,0.5,0.5,8.21,5.76,0.3,49.27
3680929,2,2018-12-13 17:19:14,2018-12-13 17:31:21,1,1.0,1,N,263,229,1,8.5,1.0,0.5,1.7,0.0,0.3,12.0
2684110,2,2018-12-10 09:17:51,2018-12-10 09:22:12,1,0.46,1,N,236,236,1,4.5,0.0,0.5,1.59,0.0,0.3,6.89
462542,2,2018-12-02 14:30:31,2018-12-02 14:36:05,1,0.71,1,N,249,107,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2644174,1,2018-12-10 06:21:19,2018-12-10 06:24:32,1,0.6,1,N,239,143,1,4.5,0.0,0.5,1.05,0.0,0.3,6.35
7902030,1,2018-12-30 17:01:15,2018-12-30 17:09:01,5,1.4,1,N,231,88,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
480344,1,2018-12-02 16:23:42,2018-12-02 16:37:55,1,1.8,1,N,234,148,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
6572450,1,2018-12-23 17:46:59,2018-12-23 17:51:38,1,0.6,1,N,234,107,1,5.0,0.0,0.5,1.4,0.0,0.3,7.2
5753439,2,2018-12-20 15:57:47,2018-12-21 15:07:13,1,1.42,1,N,237,236,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
4583583,1,2018-12-16 14:09:08,2018-12-16 14:14:16,1,0.4,1,N,211,125,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95
6824287,2,2018-12-25 02:13:30,2018-12-25 02:28:53,1,4.04,1,N,230,232,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8
2011798,2,2018-12-07 21:21:50,2018-12-07 21:36:47,2,1.9,1,N,231,79,1,11.0,0.5,0.5,1.84,0.0,0.3,14.14
7740396,2,2018-12-29 21:10:17,2018-12-29 21:45:47,1,4.0,1,N,43,148,2,23.0,0.5,0.5,0.0,0.0,0.3,24.3
2631435,1,2018-12-10 01:40:37,2018-12-10 01:54:13,1,9.3,1,Y,263,33,1,26.0,0.5,0.5,5.45,0.0,0.3,32.75
2472621,2,2018-12-09 12:14:59,2018-12-09 12:16:46,5,0.62,1,N,229,140,1,4.0,0.0,0.5,1.2,0.0,0.3,6.0
7662120,1,2018-12-29 15:51:55,2018-12-29 15:57:37,1,1.0,1,N,137,229,1,5.0,0.0,0.5,0.2,0.0,0.3,6.0
5793285,2,2018-12-20 18:53:23,2018-12-20 19:12:26,1,2.57,1,N,238,141,1,14.0,1.0,0.5,1.5,0.0,0.3,17.3
4215911,2,2018-12-15 11:20:38,2018-12-15 11:25:20,1,0.86,1,N,75,75,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
7635755,2,2018-12-29 13:39:45,2018-12-29 14:07:08,2,2.57,1,N,107,163,1,18.0,0.0,0.5,3.76,0.0,0.3,22.56
7918121,2,2018-12-30 18:44:46,2018-12-30 19:02:40,1,1.01,1,N,162,186,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3
3599340,2,2018-12-13 12:29:40,2018-12-13 12:40:37,1,0.53,1,N,237,163,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
1144506,4,2018-12-05 02:07:09,2018-12-05 02:23:19,1,3.75,1,N,79,181,1,15.0,0.5,0.5,1.5,0.0,0.3,17.8
3865103,2,2018-12-14 08:50:57,2018-12-14 08:56:20,6,0.68,1,N,234,249,1,5.0,0.0,0.5,0.99,0.0,0.3,6.79
221480,2,2018-12-01 18:02:51,2018-12-01 18:19:29,1,2.24,1,N,87,79,1,12.0,0.0,0.5,2.18,0.0,0.3,14.98
5273599,1,2018-12-18 23:14:44,2018-12-18 23:20:21,1,1.1,1,N,239,151,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75
3957222,2,2018-12-14 14:39:04,2018-12-14 15:22:20,2,14.9,1,N,48,18,2,45.0,0.0,0.5,0.0,2.64,0.3,48.44
5451963,2,2018-12-19 16:24:30,2018-12-19 16:51:22,2,5.63,1,N,88,230,1,20.5,1.0,0.5,4.46,0.0,0.3,26.76
877600,1,2018-12-04 08:51:53,2018-12-04 08:58:51,1,0.9,1,N,163,142,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
7686067,2,2018-12-29 16:17:51,2018-12-29 17:06:59,1,2.91,1,N,186,79,2,17.0,0.0,0.5,0.0,0.0,0.3,17.8
657453,2,2018-12-03 11:12:07,2018-12-03 11:25:21,2,1.31,1,N,161,234,1,9.5,0.0,0.5,2.58,0.0,0.3,12.88
7573986,2,2018-12-29 02:15:42,2018-12-29 02:29:52,1,3.26,1,N,148,230,1,13.0,0.5,0.5,3.58,0.0,0.3,17.88
6347383,1,2018-12-22 17:46:02,2018-12-22 18:01:02,4,2.1,1,N,79,162,1,11.0,0.0,0.5,2.35,0.0,0.3,14.15
3401186,1,2018-12-12 19:52:01,2018-12-12 19:54:17,1,0.4,1,N,142,239,1,3.5,1.0,0.5,1.0,0.0,0.3,6.3
5057242,2,2018-12-18 10:36:10,2018-12-18 11:02:26,1,1.35,1,N,246,186,1,16.0,0.0,0.5,3.36,0.0,0.3,20.16
6579407,2,2018-12-23 18:52:07,2018-12-23 19:21:21,1,2.34,1,N,161,68,1,18.5,0.0,0.5,3.86,0.0,0.3,23.16
673053,1,2018-12-03 12:29:31,2018-12-03 12:35:00,1,0.9,1,N,186,68,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55
3552244,2,2018-12-13 08:49:40,2018-12-13 09:11:25,1,1.81,1,N,236,162,1,14.0,0.0,0.5,1.48,0.0,0.3,16.28
7343789,2,2018-12-28 01:09:42,2018-12-28 01:17:12,1,2.22,1,N,137,232,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
8114461,2,2018-12-31 19:02:13,2018-12-31 19:06:18,2,0.92,1,N,239,238,1,5.0,1.0,0.5,1.36,0.0,0.3,8.16
7719286,2,2018-12-29 19:28:46,2018-12-29 19:37:44,1,0.87,1,N,186,107,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
7909405,1,2018-12-30 18:18:40,2018-12-30 18:31:39,1,1.1,1,N,79,68,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
5254336,1,2018-12-18 22:10:01,2018-12-18 22:21:58,1,1.8,1,N,48,137,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
6907076,1,2018-12-25 19:45:35,2018-12-25 19:48:34,2,0.8,1,N,107,234,1,4.5,0.0,0.5,1.5,0.0,0.3,6.8
