10
-73.97267774439955,40.738959840809315
-73.95799091314221,40.75312667342633
-73.95545345981338,40.781734687347935
-73.94869607905342,40.83544345021157
-73.93865258351099,40.83312840255501
-74.01818951124457,40.68680292326883
-73.91507532443597,40.867973866425224
-73.95534296938669,40.7664955345516
-73.975816602419,40.734042717471105
-73.99165047443157,40.77175413779179
-73.97403749393102,40.76397429697181,2.5749440000000003,12.3
-73.99477766467778,40.758616042851166,2.5910374000000003,9.36
-73.98459575009225,40.753412189914066,1.8829277999999998,7.48
-73.97687658643697,40.74395859758432,0.80467,6.35
-73.95933453757375,40.795689995223,2.7197846,11.3
-73.97537557404311,40.786006346458585,0.6437360000000001,5.75
-73.99335192745735,40.75376359084955,2.896812,10.8
-73.98965296913042,40.762896297585826,3.1060262,14.8
-73.97255667401673,40.75494678663931,2.092142,12.8
-73.95827200454515,40.782706375238426,1.9794882,8.3
2.5,4.3,2.7,0.9,6.7,4.6,3.7,4.1,1.5,5.6
2.8,4.6,3.0,2.9,4.1,5.0,4.0,4.4,1.8,2.8
3.7,6.5,5.8,5.9,1.7,2.6,6.8,5.5,4.4,0.4
9.4,12.2,11.5,11.6,4.8,7.5,12.5,11.2,10.1,5.9
10.3,13.1,12.4,12.5,5.7,8.4,13.4,12.1,11.0,6.8
12.0,9.2,9.9,9.9,16.6,13.9,8.9,10.2,11.3,15.5
16.1,18.9,18.3,18.3,11.6,14.3,19.2,18.0,16.8,12.7
2.3,5.1,4.5,4.5,3.1,4.0,5.4,4.1,3.0,1.8
3.0,4.4,2.8,1.0,7.5,4.8,3.8,4.2,2.3,6.4
2.7,1.6,2.5,4.2,5.8,3.1,1.8,1.0,3.7,4.7
