10
-73.95915330788321,40.758360096990536
-73.95263987709947,40.777864504560576
-73.97542366290178,40.74915734668158
-73.91986438261574,40.8673634118492
-73.99794501713137,40.7180213153576
-73.96262100460487,40.801102346299906
-73.97836393290312,40.726651763058804
-74.04486726868893,40.68994439938386
-73.99457384300462,40.746909203134855
-74.01156123421923,40.70299385343937
-73.99786285468596,40.76316363472461,2.2852628,8.3
-73.9575242950217,40.770254043528375,1.4966862,7.56
-73.97679355610558,40.75740818571848,4.9245804,16.8
-73.95137437306315,40.78586691613626,2.5427572,11.16
-73.99842997914833,40.72664277397711,2.3174495999999998,8.8
-73.98003763706882,40.75967941047809,0.80467,6.36
-73.97275511823956,40.75439811097642,16.89807,40.06
-73.99009906538936,40.72248835000439,5.793624,15.3
-73.99727364910541,40.74639860932309,2.5105704,14.16
-73.98121795920751,40.75563523978698,0.8207634,5.3
4.7,1.3,2.0,3.4,7.3,2.4,1.9,6.7,5.3,2.7
6.4,1.2,4.6,0.9,9.8,4.7,4.4,9.3,7.9,5.2
3.8,3.9,0.9,6.1,4.6,1.5,0.8,4.1,2.7,1.2
18.3,13.1,16.5,11.0,21.7,16.6,16.3,21.1,19.7,17.1
4.2,9.3,6.0,11.4,0.8,5.8,6.1,1.3,2.7,5.3
7.4,3.4,5.6,2.7,10.8,5.8,5.4,10.3,8.9,6.3
5.5,6.3,3.0,8.5,2.2,3.2,3.2,1.7,3.9,3.0
12.0,17.1,13.8,19.2,8.5,13.6,13.9,9.1,10.5,13.1
1.9,6.3,2.9,8.4,2.3,2.8,3.1,2.7,0.3,2.3
7.1,12.2,8.9,14.3,3.6,8.7,9.0,4.2,5.6,8.2
