10
-73.95787684429749,40.80107832750914
-73.99859389615287,40.72681272648666
-73.97613791642482,40.734920152887305
-73.95696156483291,40.76563597097822
-73.95290293686591,40.777139494435374
-74.01242622944504,40.70335908207175
-73.98976945027903,40.74715127450688
-73.99151240293912,40.75101731701905
-73.9885286873513,40.76478427621614
-73.98161858061569,40.720222744955386
-74.00070510387474,40.73729460206807,1.0621644000000001,6.96
-73.97178352556233,40.760357828133294,4.1199104,16.0
-73.97953722550209,40.78052689849282,3.8624159999999996,13.3
-73.97738435035566,40.76507454063362,1.4162192,9.3
-73.97371788498211,40.78526104848797,3.379614,12.95
-73.94433486173024,40.77458478321152,1.9312079999999998,11.15
-73.98402752048139,40.755321924476995,3.781949,15.38
-73.97725567941671,40.761841698580156,3.2991469999999996,19.9
-73.96741890580599,40.749132879508416,1.2874720000000002,6.3
-73.9535389820928,40.7750968958531,1.1265379999999998,6.96
10.6,5.3,4.3,5.5,3.2,3.9,7.1,5.8,5.8,2.9
1.2,6.1,7.1,5.9,8.1,10.4,4.2,5.6,5.5,9.5
2.9,2.8,4.6,2.9,4.9,7.2,2.8,2.6,2.3,6.2
7.5,2.1,3.9,2.3,3.7,2.2,4.0,2.6,2.7,1.3
9.0,3.6,3.3,3.8,3.1,1.2,5.5,4.1,4.2,0.3
4.4,9.8,10.8,9.6,11.8,14.1,7.9,9.3,9.2,13.2
2.1,3.2,4.2,3.0,5.3,7.6,1.4,2.7,2.7,6.6
2.3,3.1,4.0,2.9,5.1,7.4,1.2,2.6,2.9,6.4
3.9,2.3,2.4,1.3,3.5,5.8,1.4,1.5,3.8,4.8
3.7,4.8,5.8,4.6,6.9,9.2,3.5,4.3,4.2,8.2
