10
-74.01357993143131,40.700163104187155
-73.98656447817496,40.767660041901706
-73.96584576844447,40.765807064777206
-73.99449754143691,40.74875695540001
-73.9976697607536,40.72917718576388
-73.95741961418022,40.81811255000868
-73.96970192153522,40.79736538900034
-73.99310644297482,40.71428309258278
-73.931364539989,40.78723975186356
-73.98151061079678,40.74476642838987
-73.9822566963726,40.75075909669646,1.2874720000000002,16.55
-73.98672707082132,40.75194480967345,1.60934,8.3
-73.94343005223716,40.79503767795065,3.5727348,12.36
-73.98076079710928,40.75767208050379,4.9728606,13.3
-73.98791586358466,40.754590955308025,4.345218,13.3
-73.97498977079823,40.76117661319112,2.41401,11.8
-73.9999243259874,40.75335324881917,0.8368568000000001,7.24
-73.98596932372024,40.75121937517125,1.9312079999999998,12.3
-73.98669957281214,40.74465581485965,14.001257999999998,45.56
-73.9658267592792,40.76268700560715,4.9889540000000006,16.0
8.1,7.8,16.5,8.9,7.9,9.9,6.4,7.8,7.1,11.1
2.0,1.5,7.3,1.6,1.4,1.9,2.8,1.6,2.1,2.8
3.2,3.6,5.2,2.4,3.5,1.4,4.9,3.6,4.3,0.3
1.5,1.2,9.9,2.3,1.3,3.3,1.0,1.2,1.2,4.5
3.7,3.3,12.1,4.5,3.4,5.5,2.5,3.3,2.6,6.6
9.0,9.4,3.7,8.2,9.2,7.2,10.7,9.3,10.0,6.0
5.7,6.1,3.1,4.9,6.0,3.9,7.4,6.1,6.7,3.6
4.6,4.2,13.0,5.4,4.3,6.3,4.4,4.2,3.5,7.5
9.0,9.4,2.1,8.2,9.3,7.2,10.7,9.4,10.1,6.1
0.6,1.2,8.9,1.3,1.6,2.2,2.8,1.1,0.6,3.4
