10
-74.0090774832437,40.745445398224334
-74.00644146269627,40.72697336150109
-73.95177510373406,40.76558625639638
-73.94416030378696,40.82565541449992
-74.00376741410652,40.71807448730857
-73.97425408683512,40.73712139946578
-74.0384025978046,40.69854417433905
-73.94628339280125,40.78928844495137
-73.96622866533514,40.78100988040005
-73.98115538180016,40.78631732661262
-73.99129505582091,40.719267986484304,2.092142,8.8
-73.98167919814694,40.75900087950165,2.8807186000000002,10.3
-74.0050661915232,40.751985999096156,2.5749440000000003,13.0
-73.98686218830957,40.729960152639464,4.3613114,11.3
-73.98985590606783,40.74617199508387,2.41401,10.3
-73.98381920859838,40.72291274143716,4.667085999999999,14.75
-73.98340549269315,40.747049114487325,7.3064036,20.8
-73.9964953578258,40.71875226407907,1.8990212,11.16
-73.99047088689258,40.748378193426404,7.531711199999999,25.56
-74.0141717770698,40.71696827889512,0.0,29.76
4.4,4.3,1.0,3.9,2.2,4.9,3.0,3.9,2.3,3.2
2.4,5.7,2.5,2.5,3.6,2.9,4.4,1.9,3.7,1.8
8.7,3.9,7.2,7.2,6.0,7.5,5.2,9.3,5.9,11.4
15.0,10.3,13.6,13.6,12.4,13.9,11.6,15.7,12.3,17.8
1.5,6.2,3.3,3.0,4.1,2.7,4.9,0.9,4.3,1.3
3.5,2.8,4.8,2.1,2.6,2.4,1.9,4.2,2.8,6.3
7.1,11.9,8.6,8.6,9.8,8.3,10.6,6.5,9.9,4.4
11.5,6.7,10.0,10.0,8.8,10.3,8.0,12.1,8.7,14.2
8.5,3.7,7.0,7.0,5.8,7.3,5.0,9.1,5.7,11.2
7.3,2.6,5.8,5.8,4.7,6.1,3.9,7.9,4.5,10.1
