10
-73.99193772288213,40.73050250299163
-73.95143983361352,40.80012633996528
-73.94656890076674,40.77787915397504
-73.93282766890484,40.84653894644228
-73.97884451300145,40.76430901056453
-73.99215267054672,40.73136727732466
-73.9841791201902,40.747536365161814
-73.98000185483316,40.72083155021373
-73.9676302700874,40.78232896454581
-73.96742110135034,40.75369457425846
-73.99792845918702,40.755860307841075,4.667085999999999,15.95
-73.9768105602102,40.75029040265976,0.48280199999999995,6.2
-74.00272747536093,40.73821500599296,1.7702740000000001,8.05
-73.95421913782555,40.77690934011344,27.519714,68.56
-73.98037446816834,40.77211552829042,4.4578718,14.3
-73.97436991073896,40.74778332169336,1.1426314,9.0
-73.98523396285023,40.76237225266315,5.63269,23.14
-73.97321153832308,40.74188050278371,1.4323126,7.56
-73.94366856636296,40.77588427170525,1.0621644000000001,6.3
-73.94999516551131,40.78072111228033,2.2530759999999996,8.97
3.0,3.5,1.9,8.5,5.1,3.5,3.7,3.1,9.5,9.3
9.2,7.4,11.4,2.4,5.8,7.4,7.2,7.8,3.1,1.9
7.7,5.9,9.9,0.9,4.3,5.9,5.7,6.3,0.5,0.6
15.6,13.8,17.7,8.8,12.1,13.7,13.6,14.1,7.7,8.0
2.9,1.5,5.1,3.9,0.9,2.0,0.9,2.7,5.0,4.7
2.9,3.4,1.8,8.4,5.1,3.5,3.6,3.1,9.5,9.2
2.3,1.1,2.9,6.0,2.7,1.1,1.5,1.7,7.1,6.9
5.2,3.1,4.1,8.0,4.8,3.1,4.4,2.7,9.1,8.9
5.8,4.0,8.0,2.0,2.4,3.9,3.8,4.3,3.3,2.1
3.6,1.4,5.3,3.6,3.1,1.3,2.8,1.7,4.7,4.4
