10
-73.98127849308798,40.729403668195
-74.00677236803342,40.712829064271936
-73.96257112862847,40.77329887454841
-73.96827497479157,40.801747292850564
-73.98399719617545,40.74328321159092
-73.93608528502217,40.810707756414
-73.90950099677997,40.87733562743423
-74.0011375085177,40.72333951500465
-73.94532308297289,40.792856317560215
-73.92372968448385,40.865735766909545
-73.958256445798,40.76900657722917,3.8463226,16.3
-73.95042665569133,40.784526408908334,8.4007548,26.3
-73.95855841757691,40.77789637303313,1.1265379999999998,6.96
-73.95862630036105,40.77694985596118,1.1104446,5.76
-74.00225936492107,40.74926403652994,3.3152404,15.34
-73.96775359520836,40.76395035688227,2.0438618,8.8
-73.98551731485702,40.77476758043881,1.5127796,6.8
-73.97068174944263,40.75855423505318,2.816345,9.3
-73.97461467343597,40.7453286390354,2.5749440000000003,29.12
-73.97844344603146,40.778225307377575,3.8624159999999996,26.75
6.2,8.5,7.0,6.9,4.2,4.7,4.6,3.9,2.2,4.8
10.6,12.9,11.4,11.3,3.9,9.0,8.1,8.2,6.6,9.2
0.9,2.4,0.9,0.8,6.6,1.4,2.7,2.3,3.9,2.2
4.1,3.6,3.3,3.4,8.6,3.5,4.4,4.2,5.9,3.3
5.2,7.5,6.0,5.9,2.6,3.7,3.1,2.9,1.2,3.8
6.3,4.0,5.5,5.6,13.0,7.8,8.8,8.6,10.3,7.7
15.4,13.1,14.6,14.7,22.1,16.9,17.9,17.7,19.4,16.8
9.0,11.3,9.8,9.7,2.5,7.5,6.5,6.6,5.0,7.6
3.6,1.3,2.8,2.9,10.3,5.2,6.1,6.0,7.6,5.0
12.7,10.4,12.0,12.1,19.5,14.3,15.2,15.1,16.7,14.1
